,specificity,actionability,compliance,outcome_evidence,risk_tone,transparency,TOS_final,doc_index
255,0.0,0.7778,0.0601125,0.45,0.0,0.41000000000000003,0.32308250000000005,IndiaMART InterMESH Limited
256,0.0,0.7778,0.07428375,0.45,0.0,0.41000000000000003,0.32591675000000003,Indian Bank
257,0.0,0.5556,0.09938285714285713,0.25,0.0,0.44571428571428573,0.22828228571428572,Indian Energy Exchange Limited
258,0.0,0.7778,0.06344,0.25,0.0,0.41666666666666674,0.26408133333333333,Indian Oil Corporation Limited
259,0.0,0.7778,0.0854,0.25,0.0,0.45999999999999996,0.27064000000000005,IndoStar Capital Finance Limited
260,0.0,0.7778,0.067122,0.25,0.0,0.622,0.27508440000000006,Indoco Remedies Limited
261,0.45,0.7778,0.0765,0.7,0.0,0.42000000000000004,0.46936000000000005,Indus Towers Limited
262,0.5,1.0,0.03854857142857143,0.7,0.0,0.4171428571428572,0.5135668571428572,IndusInd Bank Limited
263,0.0,0.5556,0.0488,0.25,0.0,0.45000000000000007,0.21838000000000002,Infibeam Avenues Limited
264,0.0,0.7778,0.10433749999999999,0.25,0.0,0.4225,0.27255250000000003,Info Edge (India) Limited
265,0.0,0.7778,0.06344,0.45,0.0,0.38333333333333336,0.32241466666666674,Inox Wind Energy Limited
266,0.0,0.7778,0.04331,0.45,0.0,0.2,0.30922200000000005,Insolation Energy Limited
267,0.45,0.7778,0.0,0.7,0.0,0.2,0.44306,InterGlobe Aviation Limited
268,0.0,0.7778,0.09817857142857142,0.45,0.0,0.44571428571428573,0.33248142857142865,J .B. Chemicals & Pharmaceuticals Ltd.
269,0.0,0.7778,0.08418,0.45,0.0,0.5866666666666667,0.3367293333333333,"J. Kumar Infraprojects Limited (""JKIL"")"
270,0.3,0.7778,0.07674,0.7,0.0,0.40181818181818185,0.4459989090909091,JAGRAN PRAKASHAN LIMITED
271,0.0,0.7778,0.060822,0.45,0.0,0.37,0.3212244,JAIPRAKASH POWER VENTURES LIMITED
272,0.0,0.5556,0.075395,0.45,0.0,0.42500000000000004,0.282449,JANA SMALL FINANCE BANK LIMITED
273,0.0,0.7778,0.06238,0.45,0.0,0.6011111111111112,0.3330915555555556,JINDAL STEEL & POWER LIMITED
274,0.0,0.7778,0.12643000000000001,0.45,0.0,0.6766666666666666,0.3496793333333334,JK Cement Limited (JKCL)
275,0.0,0.5556,0.10369999999999999,0.25,0.0,0.2,0.21686,JK Lakshmi Cement Limited
276,0.0,0.5556,0.06498999999999999,0.35,0.0,0.42,0.250118,JK Paper Limited
277,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,JK Tyre & Industries Limited
278,0.3,1.0,0.05866565217391304,0.7,0.0,0.5882608695652174,0.49614617391304344,JM Financial Limited (the “Company”/ “JMFL”)
279,0.0,0.7778,0.042944,0.45,0.0,0.37,0.31764880000000006,JSW Energy Limited
280,0.0,0.5556,0.045872,0.25,0.0,0.404,0.21549439999999997,JSW Holdings Limited
281,0.0,0.5556,0.06467571428571428,0.45,0.0,0.44285714285714284,0.281198,JSW Infrastructure Limited
282,0.0,0.7778,0.11227999999999999,0.45,0.0,0.4442857142857143,0.3352302857142858,JSW Steel Limited
283,0.0,0.7778,0.05926,0.45,0.0,0.4166666666666667,0.32324533333333333,JUBILANT INGREVIA LIMITED
284,0.6,0.7778,0.044585,0.7,0.0,0.4,0.48447700000000005,JUPITER LIFE LINE HOSPITALS LIMITED
285,0.0,0.5556,0.04148,0.25,0.0,0.4,0.214416,Jain Irrigation Systems Limited
286,0.0,0.7778,0.0244,0.25,0.0,0.45000000000000007,0.25794000000000006,Jammu and Kashmir Bank Limited
287,0.0,0.7778,0.06273000000000001,0.45,0.0,0.44399999999999995,0.32530600000000004,Jindal Drilling And Industries Limited
288,0.0,0.7778,0.04514,0.25,0.0,0.2,0.24958800000000003,Jindal Saw Limited
289,0.0,0.5556,0.023845,0.25,0.0,0.4,0.210889,Jio Financial Services Limited
290,0.0,0.7778,0.05767,0.45,0.0,0.4533333333333333,0.3247606666666667,Jubilant Pharmova Limited
291,0.0,0.5556,0.04514,0.25,0.0,0.43999999999999995,0.21714799999999998,Just Dial Limited
292,0.0,0.5556,0.11186999999999998,0.25,0.0,0.6766666666666666,0.24232733333333334,Jyoti Structures Limited
293,0.0,0.7778,0.04599,0.25,0.0,0.41666666666666674,0.26059133333333334,K.P. ENERGY LIMITED
294,0.0,0.7778,0.0591975,0.45,0.0,0.3875,0.3217745000000001,K.P.R. Mill Limited
295,0.0,0.5556,0.04514,0.25,0.0,0.2,0.205148,KAJARIA CERAMICS LIMITED
296,0.0,0.7778,0.06588,0.25,0.0,0.2,0.253736,KAMA Holdings Limited
297,0.0,0.5556,0.08113000000000001,0.25,0.0,0.635,0.23409599999999997,KEC International Limited
298,0.0,0.5556,0.160595,0.45,0.0,0.6399999999999999,0.310239,KEI INDUSTRIES LIMITED
299,0.45,0.7778,0.022150000000000003,0.7,0.0,0.4485714285714285,0.45991857142857145,KEYSTONE REALTORS LIMITED
300,0.0,0.5556,0.06588,0.25,0.0,0.6433333333333333,0.23146266666666665,KFin Technologies Limited
301,0.3,0.7778,0.0244,0.7,0.0,0.45000000000000007,0.43794000000000005,KIOCL Limited
302,0.3,1.0,0.0819225,0.7,0.0,0.585,0.5006345,KMC Speciality Hospitals (India) Limited
303,0.0,0.7778,0.0244,0.25,0.0,0.2,0.24544000000000005,KNR Constructions Limited
304,0.0,0.7778,0.04096,0.25,0.0,0.2,0.24875200000000003,KOVAI MEDICAL CENTER AND HOSPITAL LIMITED
305,0.0,0.7778,0.042722,0.45,0.0,0.39,0.31860440000000007,KPI GREEN ENERGY LIMITED
306,0.0,0.5556,0.11974,0.45,0.0,0.44,0.292068,KPIT Technologies Limited
307,0.0,0.7778,0.11577199999999999,0.45,0.0,0.622,0.3448144000000001,KRBL Limited
308,0.0,0.7778,0.05832909090909091,0.25,0.0,0.39090909090909093,0.26177127272727274,Kalpataru Projects International Limited
309,0.0,0.5556,0.068445,0.45,0.0,0.6399999999999999,0.291809,Kalyan Jewellers India Limited
310,0.0,0.7778,0.10439999999999999,0.25,0.0,0.2,0.26144000000000006,Kansai Nerolac Paints Limited (KNPL)
311,0.6,0.7778,0.16096,0.7,0.0,0.49333333333333335,0.5124186666666666,Kirloskar Oil Engines Limited
312,0.0,0.7778,0.05722875,0.45,0.0,0.41000000000000003,0.3225057500000001,Kolte-Patil Developers Limited
313,0.0,0.7778,0.10735999999999998,0.25,0.0,0.585,0.28128200000000003,Kotak Mahindra Bank Limited
314,0.0,0.7778,0.04148,0.45,0.0,0.6399999999999999,0.330856,Krishna Institute of Medical Sciences Limited
315,0.0,0.7778,0.07846199999999999,0.45,0.0,0.424,0.32745240000000003,Krsnaa Diagnostics Limited
316,0.0,0.7778,0.03847375,0.45,0.0,0.36250000000000004,0.31637975,L&T Finance Limited
317,0.0,0.7778,0.06014,0.25,0.0,0.424,0.263788,L&T Technology Services Limited
318,0.0,0.7778,0.06039,0.25,0.0,0.2,0.25263800000000003,LAURUS LABS LIMITED
319,0.0,0.7778,0.06039,0.45,0.0,0.43999999999999995,0.3246380000000001,LIC Housing Finance Limited
320,0.65,0.7778,0.061566666666666665,0.7,0.0,0.6055555555555555,0.5056511111111112,LTIMindtree Limited
321,0.0,0.5556,0.038335,0.45,0.0,0.2,0.263787,Landmark Cars Limited
322,0.45,1.0,0.09417470588235294,0.9,0.0,0.42705882352941177,0.5776878823529412,Larsen & Toubro Limited
323,0.0,0.7778,0.06588,0.45,0.0,0.40399999999999997,0.323936,Latent View Analytics Limited
324,0.3,0.7778,0.041295000000000005,0.7,0.0,0.38333333333333336,0.43798566666666666,Life Insurance Corporation of India
325,0.45,0.7778,0.0,0.7,0.0,0.2,0.44306,Linde India Limited
326,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,Lloyds Metals and Energy Limited
327,0.3,1.0,0.09976249999999999,0.7,0.0,0.4375,0.4968275,Lupin Limited
328,0.0,0.5556,0.11948,0.45,0.0,0.6366666666666666,0.30184933333333336,MACROTECH DEVELOPERS LIMITED
329,0.0,0.5556,0.05960571428571429,0.45,0.0,0.5928571428571429,0.287684,MAHARASHTRA SCOOTERS LIMITED
330,0.0,0.7778,0.14665499999999998,0.25,0.0,0.695,0.29464100000000004,MAITHAN ALLOYS LIMITED
331,0.0,0.5556,0.07874500000000001,0.45,0.0,0.2,0.271869,MARATHON NEXTGEN REALTY LIMITED
332,0.0,0.5556,0.0488,0.25,0.0,0.45000000000000007,0.21838000000000002,MASTEK LIMITED
333,0.0,0.5556,0.113905,0.45,0.0,0.6283333333333333,0.30031766666666665,MAX HEALTHCARE INSTITUTE LIMITED
334,0.0,0.7778,0.104104,0.25,0.0,0.6179999999999999,0.2822808,MOIL Limited
335,0.0,0.7778,0.09972285714285713,0.25,0.0,0.5785714285714285,0.2794331428571429,MOSCHIP TECHNOLOGIES LIMITED
336,0.0,0.7778,0.040016,0.25,0.0,0.41000000000000003,0.25906320000000005,MPS Limited
337,0.0,0.5556,0.08662,0.25,0.0,0.43999999999999995,0.225444,MRF Limited
338,0.0,0.7778,0.08018499999999999,0.45,0.0,0.38333333333333336,0.3257636666666667,MSTC LIMITED
339,0.3,1.0,0.06063,0.7,0.0,0.38333333333333336,0.4862926666666667,MUTHOOT FINANCE LIMITED
340,0.0,0.5556,0.0976,0.25,0.0,0.5,0.23063999999999998,Mac Charles (India) Limited
341,0.0,0.7778,0.081645,0.25,0.0,0.43499999999999994,0.268639,Magellanic Cloud Limited
342,0.45,0.7778,0.045872,0.8,0.0,0.404,0.49243440000000005,Mahanagar Gas Limited
343,0.0,0.5556,0.042944,0.45,0.0,0.46399999999999997,0.2779088,Mahanagar Telephone Nigam Limited
344,0.0,0.5556,0.08479,0.25,0.0,0.4,0.223078,Maharashtra Seamless Limited
345,0.0,0.5556,0.08052000000000001,0.45,0.0,0.5866666666666667,0.29155733333333334,Mahindra & Mahindra Financial Services Limited
346,0.3,1.0,0.06670636363636363,0.7,0.0,0.6209090909090909,0.4993867272727272,Mahindra & Mahindra Limited
347,0.0,0.7778,0.040511818181818184,0.45,0.0,0.42000000000000004,0.3196623636363637,Mahindra EPC Irrigation Limited
348,0.65,0.7778,0.02074,0.7,0.0,0.2,0.4772080000000001,Mahindra Lifespace Developers Limited
349,0.0,0.5556,0.0488,0.45,0.0,0.75,0.29338,Mahindra Logistics Limited
350,0.0,0.7778,0.084424,0.45,0.0,0.598,0.33734480000000006,Man Infraconstruction Limited
351,0.5,1.0,0.039173000000000006,0.7,0.0,0.41200000000000003,0.5134346,Manappuram Finance Limited
352,0.0,0.7778,0.0582825,0.45,0.0,0.375,0.32096650000000004,Mankind Pharma Limited
353,0.0,0.5556,0.06588,0.25,0.0,0.2,0.20929599999999998,Marico Limited
354,0.0,0.5556,0.09028,0.25,0.0,0.43999999999999995,0.22617599999999996,Maruti Suzuki India Limited
355,0.0,0.5556,0.11102,0.25,0.0,0.2,0.21832400000000002,"Matrimony.com Limited (hereinafter referred to as “Matrimony”, 
“Matrimony.com”, “the Company”)"
356,0.3,0.7778,0.08,0.7,0.0,0.45999999999999996,0.44956000000000007,Max Financial Services Limited
357,0.0,0.5556,0.0976,0.25,0.0,0.2,0.21564,Medi Assist Healthcare Services Limited
358,0.0,0.7778,0.09848499999999999,0.25,0.0,0.4,0.270257,Medplus Health Services Limited
359,0.0,0.5556,0.125606,0.25,0.0,0.6619999999999999,0.2443412,Metropolis Healthcare Limited
360,0.6,0.7778,0.06807,0.7,0.0,0.64,0.501174,Mphasis Limited
361,0.0,0.5556,0.05960571428571429,0.45,0.0,0.5928571428571429,0.287684,Mufin Green Finance Limited
362,0.3,1.0,0.1112575,0.7,0.0,0.43999999999999995,0.49925149999999996,Music Broadcast Limited
363,0.5,0.7778,0.043964,0.8,0.0,0.39,0.49885280000000004,Muthoot Microfin Limited
364,0.0,0.7778,0.06676714285714286,0.45,0.0,0.6357142857142857,0.3356991428571429,NATCO PHARMA LIMITED
365,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,NATIONAL FERTILIZERS LIMITED
366,0.0,0.5556,0.0,0.25,0.0,0.2,0.19612000000000002,NATIONAL STANDARD (INDIA) LIMITED
367,0.0,0.7778,0.061515,0.45,0.0,0.42,0.32386300000000007,NAVA LIMITED
368,0.0,0.7778,0.08479,0.25,0.0,0.41000000000000003,0.26801800000000003,NAVNEET EDUCATION LIMITED
369,0.0,0.7778,0.04514,0.45,0.0,0.41,0.3200880000000001,NAZARA TECHNOLOGIES LIMITED
370,0.3,0.7778,0.08175571428571429,0.9,0.0,0.6271428571428571,0.5182682857142857,NBCC (India) Limited
371,0.3,0.7778,0.0755175,0.7,0.0,0.4225,0.4467885,NDL Ventures Limited
372,0.0,0.5556,0.10369999999999999,0.25,0.0,0.6749999999999999,0.24061,NHPC LIMITED
373,0.0,0.5556,0.057096,0.45,0.0,0.592,0.28713920000000004,"NIIT Learning Systems Limited (""NLSL""/""the Company"")"
374,0.0,0.5556,0.05774666666666667,0.45,0.0,0.5988888888888889,0.28761377777777775,NIIT Limited
375,0.0,0.5556,0.06588,0.45,0.0,0.38333333333333336,0.27846266666666664,NLC INDIA LIMITED
376,0.0,0.7778,0.04214545454545455,0.25,0.0,0.37727272727272726,0.2578527272727273,NMDC Limited
377,0.0,0.7778,0.04392,0.45,0.0,0.38333333333333336,0.3185106666666667,NTPC LIMITED
378,0.0,0.5556,0.0488,0.25,0.0,0.75,0.23338,NUCLEUS SOFTWARE EXPORTS LIMITED
379,0.0,0.7778,0.079815,0.25,0.0,0.43999999999999995,0.26852300000000007,Nahar Capital and Financial Services Limited
380,0.0,0.5556,0.038855,0.25,0.0,0.4,0.213891,Naperol Investments Limited (formerly known as National Peroxide Limited)
381,0.3,0.7778,0.080148,0.7,0.0,0.44399999999999995,0.4487896,National Aluminium Company Limited
382,0.0,0.7778,0.12118399999999999,0.45,0.0,0.42799999999999994,0.3361968,Nelco Limited
383,0.0,0.7778,0.039173,0.25,0.0,0.596,0.2681946,Nestle India Limited
384,0.0,0.7778,0.10439999999999999,0.25,0.0,0.38333333333333336,0.2706066666666667,New Delhi Television Limited
385,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,Nilkamal Limited
386,0.0,0.5556,0.06588,0.25,0.0,0.42500000000000004,0.22054599999999996,Nippon Life India Asset Management Limited
387,0.0,0.5556,0.0244,0.25,0.0,0.5,0.216,Nirlon Limited
388,0.0,0.5556,0.035435714285714286,0.45,0.0,0.2,0.26320714285714286,Novartis India Limited
389,0.0,0.5556,0.09394000000000001,0.25,0.0,0.7,0.23990799999999998,Nureca Limited
390,0.0,0.7778,0.10260090909090908,0.45,0.0,0.4436363636363636,0.33326200000000006,Nuvama Wealth Management Limited (formerly known as Edelweiss Securities Limited)
391,0.0,0.7778,0.0488,0.45,0.0,0.45000000000000007,0.32282000000000005,Nuvoco Vistas Corporation Limited
392,0.6,1.0,0.07722,0.9,0.0,0.608,0.605844,ONMOBILE GLOBAL LIMITED
393,0.3,0.7778,0.06039,0.7,0.0,0.5775,0.451513,ONWARD TECHNOLOGIES LIMITED
394,0.0,0.5556,0.1268,0.25,0.0,0.6766666666666666,0.24531333333333333,Oil India Limited
395,0.0,0.7778,0.1207025,0.45,0.0,0.6399999999999999,0.3467005,Oil and Natural Gas Corporation Limited.
396,0.0,0.7778,0.055637,0.45,0.0,0.46199999999999997,0.32478740000000006,One 97 Communications Limited
397,0.0,0.5556,0.0244,0.25,0.0,0.2,0.201,Optiemus Infracom Limited
398,0.0,0.7778,0.072865,0.45,0.0,0.3666666666666667,0.32346633333333336,Oracle Financial Services Software Limited
399,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,Orient Green Power Company Limited
400,0.0,0.7778,0.082854,0.45,0.0,0.468,0.3305308,PARADEEP PHOSPHATES LIMITED
401,0.0,0.7778,0.10107499999999998,0.45,0.0,0.41666666666666663,0.33160833333333334,PATANJALI FOODS LIMITED
402,0.45,0.7778,0.0732,0.7,0.0,0.45000000000000007,0.4702,PB FINTECH LIMITED
403,0.0,0.5556,0.019786,0.25,0.0,0.2,0.2000772,PC Jeweller Limited
404,0.0,0.7778,0.05731,0.45,0.0,0.39866666666666667,0.32195533333333337,PCBL LIMITED
405,0.0,0.7778,0.037204,0.45,0.0,0.424,0.31920080000000006,PI INDUSTRIES LIMITED
406,0.5,0.7778,0.11826500000000001,0.7,0.0,0.6333333333333333,0.49587966666666666,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED
407,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,PIX TRANSMISSIONS LIMITED
408,0.0,0.7778,0.042944,0.25,0.0,0.404,0.25934880000000005,PNB GILTS LTD.
409,0.3,0.7778,0.083475,0.7,0.0,0.2,0.437255,PNB Housing Finance Limited
410,0.0,0.5556,0.04096,0.25,0.0,0.38333333333333336,0.21347866666666665,PNC Infratech Limited
411,0.3,1.0,0.07631357142857143,0.7,0.0,0.4228571428571429,0.49140557142857144,PSP Projects Limited
412,0.0,0.5556,0.0695,0.45,0.0,0.2,0.27002000000000004,PTC India Financial Services Limited
413,0.0,0.7778,0.06250800000000001,0.25,0.0,0.44799999999999995,0.2654616,PTC India Limited
414,0.0,0.5556,0.0782625,0.25,0.0,0.43999999999999995,0.2237725,PVR INOX LIMITED
415,0.0,0.5556,0.080032,0.45,0.0,0.622,0.2932264,Paisalo Digital Limited
416,0.0,0.7778,0.05751,0.45,0.0,0.3566666666666667,0.31989533333333336,Paramount Communications Limited
417,0.0,0.5556,0.021262857142857146,0.25,0.0,0.41428571428571426,0.21108685714285713,Patel Engineering Limited
418,0.0,0.5556,0.04599,0.25,0.0,0.45999999999999996,0.21831799999999998,Persistent Systems Limited
419,0.0,0.7778,0.07896700000000001,0.45,0.0,0.6,0.3363534,Pfizer Limited
420,0.0,0.5556,0.059595,0.25,0.0,0.43333333333333335,0.21970566666666666,Pidilite Industries Limited
421,0.65,0.7778,0.06049285714285715,0.9,0.0,0.6128571428571428,0.5658014285714286,Piramal Enterprises Limited
422,0.0,0.7778,0.062035,0.25,0.0,0.42,0.26396700000000006,Piramal Pharma Limited
423,0.0,0.7778,0.061,0.25,0.0,0.6033333333333333,0.2729266666666667,Pitti Engineering Limited
424,0.0,0.5556,0.12525333333333333,0.45,0.0,0.3933333333333333,0.29083733333333334,Poonawalla Fincorp Limited
425,0.0,0.5556,0.0,0.25,0.0,0.2,0.19612000000000002,Popular Vehicles and Services Limited
426,0.0,0.7778,0.042944,0.45,0.0,0.2,0.30914880000000006,Power Finance Corporation Limited
427,0.0,0.7778,0.0943,0.45,0.0,0.404,0.32962,Power Grid Corporation of India Limited
428,0.0,0.5556,0.0244,0.25,0.0,0.2,0.201,Power Mech Projects Limited
429,0.0,0.7778,0.06954,0.25,0.0,0.49,0.26896800000000004,Prakash Industries Limited
430,0.0,0.7778,0.042944,0.45,0.0,0.37,0.31764880000000006,Prestige Estates Projects Limited
431,0.45,0.7778,0.0244,0.7,0.0,0.2,0.44794,Prudent Corporate Advisory Services Limited
432,0.3,0.7778,0.082854,0.7,0.0,0.424,0.44833080000000003,Punjab & Sind Bank
433,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,Punjab National Bank
434,0.0,0.5556,0.04331,0.25,0.0,0.43999999999999995,0.216782,Quess Corp Limited
435,0.0,0.5556,0.06588,0.25,0.0,0.42500000000000004,0.22054599999999996,Quint Digital Limited (Formerly known as Quint Digital Media Limited)
436,0.0,0.5556,0.064475,0.25,0.0,0.5866666666666667,0.22834833333333332,RADIANT CASH MANAGEMENT SERVICES LIMITED
437,0.0,0.5556,0.0976,0.25,0.0,0.5,0.23063999999999998,RAJESH EXPORTS LIMITED
438,0.0,0.5556,0.0451,0.25,0.0,0.2,0.20514,RAJNISH WELLNESS LIMITED
439,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,RAMCO INDUSTRIES LIMITED
440,0.0,0.7778,0.065695,0.45,0.0,0.3666666666666667,0.32203233333333336,RAMKY INFRASTRUCTURE LIMITED
441,0.0,0.5556,0.0244,0.25,0.0,0.45000000000000007,0.21350000000000002,RATTANINDIA POWER LIMITED
442,0.0,0.5556,0.04514,0.25,0.0,0.69,0.229648,RBL Bank Limited
443,0.0,0.7778,0.061377,0.45,0.0,0.596,0.3326354,REC Limited
444,0.0,0.5556,0.0488,0.25,0.0,0.49,0.22038,REFEX INDUSTRIES LIMITED
445,0.0,0.7778,0.043735,0.25,0.0,0.43999999999999995,0.26130700000000007,RHI Magnesita India Limited
446,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,RITES Limited
447,0.0,0.5556,0.077985,0.25,0.0,0.41,0.22221699999999997,RPSG VENTURES LIMITED
448,0.0,0.7778,0.03852,0.45,0.0,0.4166666666666667,0.31909733333333334,Rail Vikas Nigam Limited
449,0.0,0.7778,0.08784,0.45,0.0,0.6033333333333333,0.33829466666666674,"Rainbow Children’s Medicare Limited (“the Company/ Rainbow/ Rainbow Hospitals/ Rainbow Children''s Hospital/ RCML"")"
450,0.0,0.7778,0.071985,0.45,0.0,0.41200000000000003,0.32555700000000004,Ramco Systems Limited
451,0.0,0.7778,0.08747,0.25,0.0,0.6366666666666666,0.2798873333333334,Ramkrishna Forgings Limited
452,0.0,0.5556,0.06551,0.35,0.0,0.42,0.250222,Rane Holdings Limited
453,0.0,0.7778,0.061266,0.25,0.0,0.40399999999999997,0.2630132,Rashi Peripherals Limited
454,0.3,0.7778,0.06273000000000001,0.7,0.0,0.594,0.452806,Rashtriya Chemicals and Fertilizers Limited
455,0.0,0.7778,0.06588,0.45,0.0,0.618,0.334636,RateGain Travel Technologies Limited
456,0.0,0.5556,0.04341285714285715,0.25,0.0,0.48000000000000004,0.21880257142857143,Ratnamani Metals & Tubes Limited
457,0.6,0.7778,0.0822825,0.7,0.0,0.6525,0.5046415000000001,Raymond Limited
458,0.0,0.7778,0.038335,0.25,0.0,0.2,0.24822700000000003,Redington Limited
459,0.0,0.7778,0.06588,0.45,0.0,0.37,0.322236,Redtape Limited
460,0.0,0.5556,0.0976,0.25,0.0,0.5,0.23063999999999998,Reliance Industries Limited
461,0.3,0.7778,0.099934,0.7,0.0,0.42799999999999994,0.4519468,Reliance Infrastructure Limited
462,0.0,0.5556,0.022936,0.25,0.0,0.44799999999999995,0.2131072,Reliance Power Limited
463,0.0,0.7778,0.039372500000000005,0.25,0.0,0.2,0.24843450000000006,Repco Home Finance Limited
464,0.0,0.7778,0.063972,0.25,0.0,0.598,0.2732544,Route Mobile Limited
465,0.3,0.7778,0.07755999999999999,0.7,0.0,0.42,0.447072,SAI SILKS (KALAMANDIR) LIMITED
466,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,SAKSOFT LIMITED
467,0.0,0.7778,0.09835399999999998,0.45,0.0,0.618,0.3411308,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED
468,0.0,0.5556,0.046360000000000005,0.25,0.0,0.38333333333333336,0.21455866666666668,SARDA ENERGY & MINERALS LIMITED
469,0.0,0.5556,0.0732,0.25,0.0,0.2,0.21076,SAREGAMA India Limited
470,0.0,0.5556,0.0244,0.25,0.0,0.5,0.216,SASTASUNDAR VENTURES LIMITED
471,0.0,0.5556,0.08488,0.25,0.0,0.38333333333333336,0.22226266666666666,SBFC Finance Limited
472,0.0,0.5556,0.044585,0.25,0.0,0.49,0.21953699999999998,SBI Cards and Payment Services Limited
473,0.0,0.5556,0.12436,0.45,0.0,0.45999999999999996,0.29399200000000003,SBI Life Insurance Company Limited
474,0.3,1.0,0.07577333333333333,0.7,0.0,0.5766666666666667,0.49898799999999993,SEAMEC LIMITED
475,0.0,0.5556,0.0488,0.25,0.0,0.2,0.20588,SEPC Limited
476,0.0,0.5556,0.08713499999999999,0.25,0.0,0.375,0.22229699999999997,SG FINSERVE LIMITED
477,0.0,0.5556,0.0244,0.25,0.0,0.2,0.201,SG MART LIMITED
478,0.0,0.7778,0.063495,0.45,0.0,0.43999999999999995,0.3252590000000001,SHALBY LIMITED
479,0.0,0.7778,0.044186,0.45,0.0,0.44799999999999995,0.3217972,SHANTI EDUCATIONAL INITIATIVES LIMITED
480,0.0,0.5556,0.04331,0.25,0.0,0.635,0.226532,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED
481,0.0,0.7778,0.079926,0.45,0.0,0.44799999999999995,0.32894520000000005,SHRIRAM PROPERTIES LIMITED
482,0.0,0.7778,0.11467999999999999,0.25,0.0,0.2,0.26349600000000006,SIGNPOST INDIA LIMITED
483,0.0,0.5556,0.04331,0.45,0.0,0.4,0.274782,SJVN Limited
484,0.0,0.5556,0.04148,0.25,0.0,0.2,0.204416,SKF INDIA LIMITED
485,0.0,0.7778,0.0430325,0.45,0.0,0.41000000000000003,0.3196665,SKIPPER LIMITED
486,0.0,0.5556,0.02074,0.45,0.0,0.2,0.260268,SMC Global Securities Limited
487,0.0,0.7778,0.06588,0.25,0.0,0.2,0.253736,SRF Limited
488,0.65,1.0,0.074695,0.7,0.0,0.605,0.552689,STATE BANK OF INDIA
489,0.0,0.5556,0.06588,0.25,0.0,0.2,0.20929599999999998,SUNFLAG IRON AND STEEL COMPANY LIMITED
490,0.0,0.5556,0.0244,0.45,0.0,0.2,0.261,SURYODAY SMALL FINANCE BANK LIMITED
491,0.0,0.5556,0.06588,0.45,0.0,0.4,0.279296,SUZLON ENERGY LIMITED
492,0.0,0.5556,0.10105999999999998,0.45,0.0,0.6419999999999999,0.29843200000000003,Salasar Techno Engineering Limited
493,0.0,0.7778,0.04331,0.25,0.0,0.2,0.24922200000000005,Sammaan Capital Limited
494,0.3,0.7778,0.061166250000000005,0.7,0.0,0.4,0.44279325,Satin Creditcare Network Limited
495,0.0,0.5556,0.0244,0.25,0.0,0.2,0.201,Shankara Building Products Limited
496,0.0,0.7778,0.04392,0.35,0.0,0.6033333333333333,0.2995106666666667,Sharda Cropchem Limited
497,0.3,0.7778,0.10369999999999999,0.7,0.0,0.45999999999999996,0.45430000000000004,Share India Securities Limited
498,0.0,0.5556,0.04331,0.25,0.0,0.2,0.20478200000000002,Shoppers Stop Limited
499,0.0,0.7778,0.0430325,0.25,0.0,0.4,0.2591665,Shree Cement Limited
500,0.0,0.7778,0.07719250000000001,0.45,0.0,0.435,0.32774850000000005,Shree Renuka Sugars Limited
501,0.0,0.7778,0.04357142857142857,0.25,0.0,0.4257142857142857,0.26056,Shreyas Shipping & Logistics Limited
502,0.6,1.0,0.076155,0.7,0.0,0.4,0.535231,Shriram Finance Limited (SFL)
503,0.0,0.7778,0.04236714285714286,0.25,0.0,0.39285714285714285,0.25867628571428575,Shyam Metalics and Energy Limited
504,0.0,0.7778,0.0244,0.25,0.0,0.45000000000000007,0.25794000000000006,Sobha Limited
505,0.0,0.5556,0.044585,0.25,0.0,0.5,0.22003699999999998,Sonata Software Limited
506,0.0,0.7778,0.08021500000000001,0.25,0.0,0.395,0.266353,Spandana Sphoorty Financial Limited (“SSFL or Company”)
507,0.0,0.5556,0.0732,0.25,0.0,0.45000000000000007,0.22326000000000001,Sree Rayalaseema Hi-Strength Hypo Limited
508,0.0,0.7778,0.06551,0.25,0.0,0.39999999999999997,0.26366200000000006,Star Cement Limited
509,0.3,0.7778,0.06551,0.7,0.0,0.38333333333333336,0.44282866666666665,Star Health and Allied Insurance Company Limited
510,0.0,0.7778,0.085666,0.45,0.0,0.594,0.33739320000000006,Steel Authority of India Limited
511,0.0,0.7778,0.08530428571428572,0.25,0.0,0.6442857142857142,0.2798351428571429,Strides Pharma Science Limited (“Strides” / “Company”)
512,0.0,0.7778,0.0488,0.45,0.0,0.6399999999999999,0.33232,Subex Limited
