Rank,Company,SS,AS,CCS,OES,RTS,TOS
84,siyaram_silk_mills_ltd_2023_2024,0.4326,1.0,0.3333,1.0,0.0,0.5915
85,jagsonpal_pharmaceuticals_ltd_2023_2024,0.3083,1.0,0.5556,0.7,0.5,0.591
86,kirloskar_brothers_ltd_2023_2024,0.4412,1.0,0.2222,0.7,1.0,0.5909
87,hester_biosciences_ltd_2023_2024,0.1765,0.6667,0.7778,1.0,0.0,0.5886
88,itd_cementation_india_ltd_2023_2024,0.4263,1.0,0.2222,0.7,1.0,0.5871
89,3m_india_ltd_2023_2024,0.3128,1.0,0.3333,0.7,1.0,0.5865
90,hindustan_zinc_ltd_2023_2024,0.1894,0.6667,0.5556,1.0,0.5,0.5862
91,icici_lombard_general_insurance_company_ltd_2023_2024,0.2839,1.0,0.5556,0.5,1.0,0.5849
92,cosmo_first_ltd_2023_2024,0.417,1.0,0.2222,0.7,1.0,0.5848
93,onward_technologies_ltd_2023_2024,0.475,0.7667,0.0,1.0,1.0,0.5837
94,multi_commodity_exchange_of_india_ltd_2023_2024,0.2895,1.0,0.4444,1.0,0.0,0.5835
95,sree_rayalaseema_histrength_hypo_ltd_2023_2024,0.33,1.0,0.0,1.0,1.0,0.5825
96,gujarat_alkalies_chemicals_ltd_2023_2024,0.1912,0.6667,0.3333,1.0,1.0,0.5811
97,just_dial_ltd_2023_2024,0.2651,0.6667,0.5556,0.7,1.0,0.5802
98,nagarjuna_fertilizers_and_chemicals_ltd_2023_2024,0.3979,1.0,0.2222,0.7,1.0,0.58
99,punjab_national_bank_2023_2024,0.3971,1.0,0.2222,0.7,1.0,0.5798
100,insolation_energy_ltd_2023_2024,0.2844,1.0,0.3333,0.7,1.0,0.5794
101,orchid_pharma_ltd_2023_2024,0.2951,0.6667,0.2222,1.0,1.0,0.5793
102,apollo_micro_systems_ltd_2023_2024,0.2951,0.6667,0.2222,1.0,1.0,0.5793
103,canara_bank_2023_2024,0.3776,1.0,0.3333,1.0,0.0,0.5777
104,sigachi_industries_ltd_2023_2024,0.2951,0.7667,0.5556,1.0,0.0,0.5777
105,iol_chemicals_pharmaceuticals_ltd_2023_2024,0.2525,1.0,0.5556,0.5,1.0,0.577
106,hathway_cable_datacom_ltd_2023_2024,0.2632,1.0,0.4444,1.0,0.0,0.5769
107,srf_ltd_2023_2024,0.2823,1.0,0.2222,0.8,1.0,0.5761
108,nippon_life_india_asset_management_ltd_2023_2024,0.2791,0.6667,0.2222,1.0,1.0,0.5753
109,hdfc_bank_ltd_2023_2024,0.3785,1.0,0.2222,0.7,1.0,0.5752
110,iifl_securities_ltd_2023_2024,0.2389,1.0,0.5556,0.5,1.0,0.5736
111,geojit_financial_services_ltd_2023_2024,0.3697,1.0,0.2222,0.7,1.0,0.573
112,rategain_travel_technologies_ltd_2023_2024,0.365,1.0,0.2222,0.7,1.0,0.5718
113,gocl_corporation_ltd_2023_2024,0.2651,0.6667,0.2222,1.0,1.0,0.5718
114,dollar_industries_ltd_2023_2024,0.2284,0.6667,0.5556,0.7,1.0,0.571
115,wardwizard_innovations_mobility_ltd_2023_2024,0.2284,0.6667,0.5556,0.7,1.0,0.571
116,akzo_nobel_india_limited_2023_2024,0.2547,1.0,0.2222,1.0,0.5,0.5692
117,glenmark_life_sciences_ltd_2023_2024,0.3509,1.0,0.2222,0.7,1.0,0.5683
118,metro_brands_ltd_2023_2024,0.2284,0.6667,0.4444,1.0,0.5,0.5682
119,barbequenation_hospitality_ltd_2023_2024,0.2958,1.0,0.6667,0.3,1.0,0.5656
120,lumax_auto_technologies_ltd_2023_2024,0.2569,0.7667,0.4444,0.7,1.0,0.5653
121,nuvama_wealth_management_ltd_2023_2024,0.2184,1.0,0.3333,0.7,1.0,0.5629
122,indian_railway_catering_and_tourism_corporation_ltd_2023_2024,0.3257,1.0,0.2222,0.7,1.0,0.562
123,adani_enterprises_ltd_2023_2024,0.3232,1.0,0.2222,0.7,1.0,0.5614
124,ramco_systems_ltd_2023_2024,0.2958,1.0,0.4444,0.7,0.5,0.5601
125,indraprastha gas ltd._brsr2023,0.2958,1.0,0.4444,0.7,0.5,0.5601
126,hpl_electric_power_ltd_2023_2024,0.3847,1.0,0.5556,0.3,1.0,0.5601
127,paisalo_digital_ltd_2023_2024,0.3789,1.0,0.5556,0.7,0.0,0.5586
128,marico_ltd_2023_2024,0.1783,0.6667,0.5556,0.7,1.0,0.5585
129,iifl_wealth_management_ltd_2021_2022,0.4186,1.0,0.1111,0.7,1.0,0.5574
130,exide_industries_ltd_2023_2024,0.294,1.0,0.3333,1.0,0.0,0.5568
131,sbfc_finance_ltd_2023_2024,0.1816,0.6667,0.4444,1.0,0.5,0.5565
132,den_networks_ltd_2023_2024,0.3641,1.0,0.5556,0.3,1.0,0.5549
133,eih_ltd_2023_2024,0.2718,1.0,0.4444,0.5,1.0,0.5541
134,dr_lal_pathlabs_ltd_2023_2024,0.3719,1.0,0.3333,0.7,0.5,0.5513
135,star_cement_ltd_2023_2024,0.2515,1.0,0.4444,0.5,1.0,0.549
136,bayer_cropscience_ltd_2023_2024,0.2502,1.0,0.4444,0.7,0.5,0.5487
137,gulf_oil_lubricants_india_ltd_2023_2024,0.364,1.0,0.2222,1.0,0.0,0.5465
138,sammaan_capital_ltd_2023_2024,0.2698,0.6667,0.1111,1.0,1.0,0.5452
139,dmcc_speciality_chemicals_ltd_2023_2024,0.3246,1.0,0.5556,0.3,1.0,0.545
140,jai_corp_ltd_2023_2024,0.2651,0.6667,0.1111,1.0,1.0,0.5441
141,balmer_lawrie_coltd_2023_2024,0.2426,1.0,0.3333,1.0,0.0,0.544
142,sharda_motor_industries_ltd_2023_2024,0.2171,0.6667,0.5556,1.0,0.0,0.5432
143,titan_company_limited_2023_2024,0.3613,1.0,0.1111,0.7,1.0,0.5431
144,pnb_housing_finance_ltd_2023_2024,0.2276,0.6667,0.4444,0.7,1.0,0.543
145,kpit_technologies_ltd_2023_2024,0.2254,1.0,0.4444,0.5,1.0,0.5425
146,indiabulls_housing_finance_ltd_2022_2023,0.2569,0.6667,0.1111,1.0,1.0,0.542
147,prism_johnson_ltd_2023_2024,0.2276,0.6667,0.3333,1.0,0.5,0.5402
148,ce_info_systems_ltd_2023_2024,0.2012,0.6667,0.5556,1.0,0.0,0.5392
149,berger_paints_india_ltd_2023_2024,0.2985,1.0,0.5556,0.7,0.0,0.5385
150,gujarat_state_petronet_ltd_2023_2024,0.2972,1.0,0.5556,0.5,0.5,0.5382
151,century_plyboards_i_ltd_2023_2024,0.2189,0.6667,0.3333,1.0,0.5,0.5381
152,dcb_bank_limited_2023_2024,0.2954,1.0,0.5556,0.3,1.0,0.5377
153,shriram_properties_ltd_2023_2024,0.3257,1.0,0.2222,1.0,0.0,0.537
154,galaxy_surfactants_ltd_2023_2024,0.3186,1.0,0.2222,1.0,0.0,0.5352
155,zydus_lifesciences_ltd_2023_2024,0.2795,1.0,0.5556,0.7,0.0,0.5338
156,indostar_capital_finance_ltd_2023_2024,0.2711,1.0,0.5556,0.7,0.0,0.5317
157,jindal_steel_power_ltd_2023_2024,0.38,1.0,0.4444,0.7,0.0,0.5311
158,alembic_pharmaceuticals_ltd_2023_2024,0.397,1.0,0.2222,0.7,0.5,0.5298
159,apollo_tyres_ltd_2023_2024,0.2832,1.0,0.3333,0.7,0.5,0.5291
160,spandana_sphoorty_financial_ltd_2023_2024,0.3027,1.0,0.1111,0.7,1.0,0.5285
161,capri_global_capital_limited_2023_2024,0.2795,1.0,0.3333,0.7,0.5,0.5282
162,adani_ports_and_special_economic_zone_ltd_2023_2024,0.1765,0.6667,0.3333,1.0,0.5,0.5275
163,redtape_ltd_2023_2024,0.2162,0.7667,0.3333,0.7,1.0,0.5274
164,nrb_bearings_ltd_2023_2024,0.2206,1.0,0.8889,0.0,1.0,0.5274
165,iifl_finance_ltd_2023_2024,0.1537,0.6667,0.5556,1.0,0.0,0.5273
166,sonata_software_ltd_2023_2024,0.2937,1.0,0.1111,0.7,1.0,0.5262
167,paradeep_phosphates_ltd_2023_2024,0.2711,1.0,0.3333,0.7,0.5,0.5261
168,equitas_small_finance_bank_ltd_2023_2024,0.2924,1.0,0.1111,0.7,1.0,0.5259
169,punjab_sind_bank_2023_2024,0.3559,1.0,0.4444,0.7,0.0,0.5251
170,sanofi_india_ltd_2022_2023,0.1895,0.6667,0.1111,1.0,1.0,0.5251
171,kotak_mahindra_bank_ltd_2023_2024,0.3531,1.0,0.4444,0.7,0.0,0.5244
172,muthoot_microfin_ltd_2023_2024,0.3962,1.0,0.0,0.7,1.0,0.524
173,lt_finance_holdings_ltd_2022_2023,0.5721,1.0,0.2222,0.7,0.0,0.5236
174,newgen_software_technologies_ltd_2023_2024,0.2711,1.0,0.2222,0.8,0.5,0.5233
175,triveni_engineering_industries_ltd_2023_2024,0.2595,1.0,0.3333,0.5,1.0,0.5232
176,manappuram_finance_ltd_2023_2024,0.3453,1.0,0.4444,0.7,0.0,0.5224
177,indian_energy_exchange_ltd_2023_2024,0.475,0.6667,0.1111,0.7,1.0,0.5215
178,rajratan_global_wire_ltd_2023_2024,0.475,0.6667,0.1111,0.7,1.0,0.5215
179,paramount_communications_ltd_2023_2024,0.2731,1.0,0.1111,0.7,1.0,0.521
180,carysil_ltd_2023_2024,0.3607,1.0,0.2222,0.7,0.5,0.5207
181,sun_tv_network_ltd_2023_2024,0.2415,1.0,0.3333,0.7,0.5,0.5187
182,eih_associated_hotels_ltd_2023_2024,0.2392,1.0,0.3333,0.5,1.0,0.5181
183,fedbank_financial_services_ltd_2023_2024,0.3726,1.0,0.0,0.7,1.0,0.5181
184,ethos_ltd_2023_2024,0.3474,1.0,0.2222,0.7,0.5,0.5174
185,amara_raja_energy_mobility_ltd_2023_2024,0.2551,1.0,0.1111,0.7,1.0,0.5166
186,caplin_point_laboratories_ltd_2023_2024,0.2073,1.0,0.5556,0.5,0.5,0.5157
187,indian_overseas_bank_2023_2024,0.3171,1.0,0.4444,0.7,0.0,0.5154
188,lt_technology_services_ltd_2023_2024,0.65,1.0,0.1111,0.3,1.0,0.5153
189,axis bank ltd._brsr2023,0.2276,0.6667,0.3333,0.7,1.0,0.5152
190,au_small_finance_bank_ltd_2023_2024,0.3146,1.0,0.4444,0.7,0.0,0.5148
191,tatva_chintan_pharma_chem_ltd_2023_2024,0.3094,1.0,0.4444,0.7,0.0,0.5135
192,kaynes_technology_india_ltd_2023_2024,0.6369,1.0,0.1111,0.7,0.0,0.512
193,amara_raja_batteries_ltd_2022_2023,0.236,1.0,0.1111,0.7,1.0,0.5118
194,hdfc_asset_management_company_ltd_2023_2024,0.3024,1.0,0.4444,0.7,0.0,0.5117
195,kiocl_ltd_2023_2024,0.2012,0.6667,0.4444,1.0,0.0,0.5114
196,idbi_bank_ltd_2023_2024,0.1989,0.6667,0.4444,1.0,0.0,0.5108
197,tci_express_ltd_2023_2024,0.2753,1.0,0.6667,0.5,0.0,0.5105
198,cipla_ltd_2023_2024,0.1889,0.6667,0.4444,1.0,0.0,0.5083
199,rashtriya_chemicals_fertilizers_ltd_2023_2024,0.1989,0.6667,0.3333,0.7,1.0,0.5081
200,cg_power_and_industrial_solutions_ltd_2023_2024,0.2815,1.0,0.4444,0.3,1.0,0.5065
201,vipindustries_ltd_2023_2024,0.3022,1.0,0.2222,0.7,0.5,0.5061
202,universal_cables_ltd_2023_2024,0.3018,1.0,0.2222,0.5,1.0,0.506
203,gujarat_industries_power_coltd_2023_2024,0.2791,0.6667,0.4444,0.7,0.5,0.5059
204,can_fin_homes_ltd_2023_2024,0.2779,1.0,0.4444,0.7,0.0,0.5056
205,vsttillers_tractors_ltd_2023_2024,0.1765,0.6667,0.4444,1.0,0.0,0.5052
206,ccl_products_india_ltd_2023_2024,0.293,1.0,0.2222,0.5,1.0,0.5038
207,blue_jet_healthcare_ltd_2023_2024,0.4039,1.0,0.1111,0.5,1.0,0.5037
208,sjs_enterprises_ltd_2023_2024,0.38,1.0,0.3333,0.7,0.0,0.5033
209,kddl_ltd_2023_2024,0.2791,0.6667,0.3333,1.0,0.0,0.5031
210,page_industries_ltd_2023_2024,0.2677,1.0,0.4444,0.7,0.0,0.503
211,nelco_ltd_2023_2024,0.2441,0.6667,0.6667,0.7,0.0,0.5027
212,one_97_communications_ltd_2023_2024,0.3766,1.0,0.3333,0.7,0.0,0.5025
213,jbm_auto_ltd_2023_2024,0.2951,0.6667,0.1111,1.0,0.5,0.5016
214,kirloskar_pneumatic_coltd_2023_2024,0.2842,1.0,0.2222,0.7,0.5,0.5016
215,cera_sanitaryware_ltd_2023_2024,0.2823,1.0,0.2222,0.5,1.0,0.5011
216,pricol_ltd_2023_2024,0.3923,1.0,0.1111,0.7,0.5,0.5008
217,aarti_industries_ltd_2023_2024,0.3619,1.0,0.3333,0.7,0.0,0.4988
218,ajmera_realty_infra_india_ltd_2023_2024,0.275,0.7667,0.5556,0.3,1.0,0.4976
219,grasim_industries_ltd_2023_2024,0.3567,1.0,0.3333,0.7,0.0,0.4975
220,savita_oil_technologies_ltd_2023_2024,0.2651,0.6667,0.2222,0.7,1.0,0.4968
221,dcm_shriram_industries_ltd_2023_2024,0.2031,0.7667,0.2222,0.7,1.0,0.4963
222,happiest_minds_technologies_ltd_2023_2024,0.2632,1.0,0.2222,0.7,0.5,0.4963
223,gillette_india_ltd_2022_2023,0.2569,0.6667,0.2222,0.7,1.0,0.4948
224,procter_gamble_health_ltd_2022_2023,0.2569,0.6667,0.2222,0.7,1.0,0.4948
225,procter_gamble_hygiene_health_care_ltd_2022_2023,0.2569,0.6667,0.2222,0.7,1.0,0.4948
226,rain_industries_ltd_2022_2023,0.475,0.6667,0.0,0.7,1.0,0.4938
227,ifb_industries_ltd_2023_2024,0.1707,0.7667,0.4444,0.5,1.0,0.4938
228,pix_transmissions_ltd_2023_2024,0.3628,1.0,0.1111,0.5,1.0,0.4935
229,ppap_automotive_limited_2023_2024,0.2389,0.6667,0.3333,1.0,0.0,0.4931
230,pb_fintech_ltd_2023_2024,0.3376,1.0,0.3333,0.7,0.0,0.4927
231,greenpanel_industries_ltd_2023_2024,0.3366,1.0,0.3333,0.3,1.0,0.4925
232,protean_egov_technologies_ltd_2023_2024,0.3573,1.0,0.1111,0.7,0.5,0.4921
233,udaipur_cement_works_ltd_2023_2024,0.3311,1.0,0.3333,0.7,0.0,0.4911
234,uco_bank_2023_2024,0.2184,1.0,0.4444,0.7,0.0,0.4907
235,endurance_technologies_ltd_2023_2024,0.2389,0.6667,0.2222,0.7,1.0,0.4903
236,foseco_india_ltd_2022_2023,0.228,0.6667,0.3333,1.0,0.0,0.4903
237,ashok_leyland_ltd_2023_2024,0.4379,1.0,0.2222,0.7,0.0,0.49
238,prince_pipes_and_fittings_ltd_2023_2024,0.2441,0.6667,0.1111,1.0,0.5,0.4888
239,godrej_properties_ltd_2023_2024,0.3441,1.0,0.1111,0.7,0.5,0.4888
240,nmdc_ltd_2023_2024,0.3202,1.0,0.3333,0.7,0.0,0.4884
241,nmdc_steel_ltd_2023_2024,0.3202,1.0,0.3333,0.7,0.0,0.4884
242,castrol_india_ltd_2022_2023,0.2284,0.6667,0.2222,0.7,1.0,0.4877
243,union_bank_of_india_2023_2024,0.2392,1.0,0.1111,1.0,0.0,0.4876
244,zf_commercial_vehicle_control_systems_india_ltd_2023_2024,0.2389,0.6667,0.1111,1.0,0.5,0.4875
245,oriental_carbon_chemicals_ltd_2023_2024,0.4275,1.0,0.2222,0.7,0.0,0.4874
246,angel_one_ltd_2023_2024,0.1807,0.6667,0.6667,0.7,0.0,0.4868
247,csb_bank_ltd_2023_2024,0.2022,1.0,0.4444,0.5,0.5,0.4867
248,dalmia_bharat_sugar_and_industries_ltd_2023_2024,0.3119,1.0,0.3333,0.7,0.0,0.4863
249,somany_ceramics_ltd_2023_2024,0.4226,1.0,0.2222,0.7,0.0,0.4862
250,shivalik_bimetal_controls_ltd_2023_2024,0.3107,1.0,0.3333,0.5,0.5,0.486
251,jkumar_infraprojects_ltd_2023_2024,0.1989,0.6667,0.4444,0.7,0.5,0.4858
252,himatsingka_seide_ltd_2023_2024,0.4206,1.0,0.2222,0.7,0.0,0.4857
253,mahanagar_telephone_nigam_ltd_2023_2024,0.3076,1.0,0.3333,0.7,0.0,0.4852
254,indoco_remedies_ltd_2023_2024,0.2047,0.6667,0.3333,1.0,0.0,0.4845
255,bharti_airtel_ltd_2023_2024,0.2012,0.6667,0.3333,1.0,0.0,0.4836
256,bharti_hexacom_ltd_2023_2024,0.1981,0.6667,0.3333,1.0,0.0,0.4829
257,fdc_ltd_2023_2024,0.2951,0.6667,0.3333,0.7,0.5,0.4821
258,vedanta_limited_2023_2024,0.2026,1.0,0.2222,0.5,1.0,0.4812
259,indian_bank_2023_2024,0.3128,1.0,0.1111,0.7,0.5,0.481
260,dcx_systems_ltd_2023_2024,0.3126,1.0,0.1111,0.5,1.0,0.4809
261,supreme_industries_ltd_2023_2024,0.1895,0.6667,0.3333,1.0,0.0,0.4807
262,tv_today_network_ltd_2023_2024,0.1894,0.6667,0.3333,1.0,0.0,0.4807
263,syrma_sgs_technology_ltd_2023_2024,0.3107,1.0,0.1111,0.5,1.0,0.4804
264,the_ramco_cements_limited_2023_2024,0.3983,1.0,0.2222,0.3,1.0,0.4801
265,vardhman_special_steels_ltd_2023_2024,0.2085,0.6667,0.1111,1.0,0.5,0.4799
266,morepen_laboratories_ltd_2023_2024,0.2844,1.0,0.3333,0.7,0.0,0.4794
267,repco_home_finance_ltd_2023_2024,0.3034,1.0,0.1111,0.7,0.5,0.4786
268,r_systems_international_limited_2022_2023,0.1564,0.6667,0.5556,0.8,0.0,0.478
269,tide_water_oil_india_ltd_2023_2024,0.2762,1.0,0.3333,0.7,0.0,0.4774
270,century_textiles_industries_ltd_2023_2024,0.2747,1.0,0.3333,0.7,0.0,0.477
271,sterlite_technologies_ltd_2023_2024,0.3858,1.0,0.2222,0.7,0.0,0.477
272,petronet_lng_ltd_2023_2024,0.2912,1.0,0.1111,0.5,1.0,0.4756
273,emami_ltd_2023_2024,0.3736,1.0,0.2222,0.7,0.0,0.474
274,avalon_technologies_ltd_2023_2024,0.2616,1.0,0.3333,0.3,1.0,0.4737
275,electronics_mart_india_ltd_2023_2024,0.2276,1.0,0.6667,0.0,1.0,0.4736
276,zee_media_corporation_limited_2023_2024,0.2714,1.0,0.2222,0.8,0.0,0.4734
277,utkarsh_small_finance_bank_ltd_2023_2024,0.3706,1.0,0.2222,0.7,0.0,0.4732
278,piramal_enterprises_ltd_2023_2024,0.1803,0.6667,0.1111,0.8,1.0,0.4729
279,gmr_power_and_urban_infra_ltd_2023_2024,0.2507,1.0,0.3333,0.7,0.0,0.471
280,jai_balaji_industries_ltd_2023_2024,0.2404,0.6667,0.3333,0.7,0.5,0.4684
281,black_rose_industries_ltd_2023_2024,0.1398,0.0,0.3333,1.0,1.0,0.4683
282,unichem_laboratories_ltd_2023_2024,0.1939,1.0,0.7778,0.3,0.0,0.4679
283,yasho_industries_ltd_2023_2024,0.4,0.7667,0.1111,0.5,1.0,0.4678
284,eicher_motors_ltd_2023_2024,0.1082,0.0,0.5556,1.0,0.5,0.4659
285,fino_payments_bank_ltd_2023_2024,0.2404,0.6667,0.2222,1.0,0.0,0.4657
286,divgi_torqtransfer_systems_ltd_2023_2024,0.2063,0.6667,0.5556,0.7,0.0,0.4655
287,polycab_india_ltd_2023_2024,0.2063,0.6667,0.5556,0.7,0.0,0.4655
288,supriya_lifescience_ltd_2023_2024,0.2503,0.6667,0.1111,0.7,1.0,0.4654
289,sanghi_industries_ltd_2023_2024,0.3373,1.0,0.2222,0.7,0.0,0.4649
290,kaveri_seed_company_ltd_2023_2024,0.2232,1.0,0.3333,0.3,1.0,0.4641
291,navneet_education_limited_2023_2024,0.3338,1.0,0.2222,0.7,0.0,0.464
