Rank,Company,SS,AS,CCS,OES,RTS,TOS
24,dcm_shriram_industries_ltd_2023_2024,0.4356,1.0,0.8182,1.0,1.0,0.8135
25,divgi_torqtransfer_systems_ltd_2023_2024,0.3433,1.0,0.9091,1.0,1.0,0.8131
26,ion_exchange_india_ltd_2023_2024,0.3422,1.0,0.9091,1.0,1.0,0.8128
27,ashoka_buildcon_ltd_2023_2024,0.3419,1.0,0.9091,1.0,1.0,0.8128
28,deepak_nitrite_ltd_2023_2024,0.4324,1.0,0.8182,1.0,1.0,0.8126
29,nitin_spinners_ltd_2023_2024,0.3403,1.0,0.9091,1.0,1.0,0.8123
30,amara_raja_batteries_ltd_2022_2023,0.339,1.0,0.9091,1.0,1.0,0.812
31,ksb_ltd_2022_2023,0.3383,1.0,0.9091,1.0,1.0,0.8118
32,adani_ports_and_special_economic_zone_ltd_2023_2024,0.3358,1.0,0.9091,1.0,1.0,0.8112
33,jindal_saw_ltd_2023_2024,0.3349,1.0,0.9091,1.0,1.0,0.811
34,kennametal india ltd._brsr2023,0.3332,1.0,0.9091,1.0,1.0,0.8106
35,ifgl_refractories_ltd_2023_2024,0.3328,1.0,0.9091,1.0,1.0,0.8105
36,solara_active_pharma_sciences_ltd_2023_2024,0.3294,1.0,0.9091,1.0,1.0,0.8096
37,gufic_biosciences_ltd_2023_2024,0.3227,1.0,0.9091,1.0,1.0,0.8079
38,sigachi_industries_ltd_2023_2024,0.3226,1.0,0.9091,1.0,1.0,0.8079
39,gujarat_state_fertilizers_chemicals_ltd_2023_2024,0.3217,1.0,0.9091,1.0,1.0,0.8077
40,chambal_fertilisers_chemicals_ltd_2023_2024,0.3211,1.0,0.9091,1.0,1.0,0.8076
41,adani_power_ltd_2023_2024,0.3212,1.0,0.9091,1.0,1.0,0.8076
42,hester_biosciences_ltd_2023_2024,0.3198,1.0,0.9091,1.0,1.0,0.8072
43,styrenix_performance_materials_ltd_2023_2024,0.3185,1.0,0.9091,1.0,1.0,0.8069
44,oil_india_ltd_2023_2024,0.3186,1.0,0.9091,1.0,1.0,0.8069
45,privi_speciality_chemicals_ltd_2023_2024,0.3164,1.0,0.9091,1.0,1.0,0.8064
46,tamil_nadu_newsprint_papers_ltd_2023_2024,0.3164,1.0,0.9091,1.0,1.0,0.8064
47,ajanta_pharma_ltd_2023_2024,0.3163,1.0,0.9091,1.0,1.0,0.8063
48,adani_enterprises_ltd_2023_2024,0.3154,1.0,0.9091,1.0,1.0,0.8061
49,gujarat_narmada_valley_fertilizers_chemicals_ltd_2023_2024,0.3127,1.0,0.9091,1.0,1.0,0.8054
50,hindustan_petroleum_corporation_ltd_2023_2024,0.3115,1.0,0.9091,1.0,1.0,0.8051
51,rico_auto_industries_ltd_2023_2024,0.3114,1.0,0.9091,1.0,1.0,0.8051
52,gmr_airports_infrastructure_ltd_2023_2024,0.31,1.0,0.9091,1.0,1.0,0.8048
53,strides_pharma_science_ltd_2023_2024,0.31,1.0,0.9091,1.0,1.0,0.8048
54,navin_fluorine_international_limited_2023_2024,0.3097,1.0,0.9091,1.0,1.0,0.8047
55,page_industries_ltd_2023_2024,0.3085,1.0,0.9091,1.0,1.0,0.8044
56,sansera_engineering_ltd_2023_2024,0.3988,1.0,0.8182,1.0,1.0,0.8042
57,the_phoenix_mills_ltd_2023_2024,0.3981,1.0,0.8182,1.0,1.0,0.8041
58,aditya_birla_fashion_and_retail_ltd_2023_2024,0.305,1.0,0.9091,1.0,1.0,0.8035
59,endurance_technologies_ltd_2023_2024,0.3031,1.0,0.9091,1.0,1.0,0.803
60,ingersollrand_india_ltd_2023_2024,0.3935,1.0,0.8182,1.0,1.0,0.8029
61,nrb_bearings_ltd_2023_2024,0.3021,1.0,0.9091,1.0,1.0,0.8028
62,triveni_engineering_industries_ltd_2023_2024,0.3017,1.0,0.9091,1.0,1.0,0.8027
63,vedanta_limited_2023_2024,0.3014,1.0,0.9091,1.0,1.0,0.8026
64,vardhman_textiles_ltd_2023_2024,0.3006,1.0,0.9091,1.0,1.0,0.8024
65,castrol_india_ltd_2022_2023,0.3004,1.0,0.9091,1.0,1.0,0.8024
66,jbm_auto_ltd_2023_2024,0.3905,1.0,0.8182,1.0,1.0,0.8022
67,cera_sanitaryware_ltd_2023_2024,0.2991,1.0,0.9091,1.0,1.0,0.802
68,brigade_enterprises_ltd_2023_2024,0.3899,1.0,0.8182,1.0,1.0,0.802
69,salasar_techno_engineering_ltd_2023_2024,0.3899,1.0,0.8182,1.0,1.0,0.802
70,icici_bank_ltd_2023_2024,0.3898,1.0,0.8182,1.0,1.0,0.802
71,kpr_mill_limited_2023_2024,0.2984,1.0,0.9091,1.0,1.0,0.8019
72,emami_ltd_2023_2024,0.2981,1.0,0.9091,1.0,1.0,0.8018
73,ceat_ltd_2023_2024,0.2981,1.0,0.9091,1.0,1.0,0.8018
74,hikal_ltd_2023_2024,0.2967,1.0,0.9091,1.0,1.0,0.8014
75,bajel_projects_ltd_2023_2024,0.2955,1.0,0.9091,1.0,1.0,0.8012
76,adani_total_gas_ltd_2023_2024,0.2955,1.0,0.9091,1.0,1.0,0.8011
77,neuland_laboratories_ltd_2023_2024,0.2946,1.0,0.9091,1.0,1.0,0.8009
78,hfcl_ltd_2023_2024,0.2896,1.0,0.9091,1.0,1.0,0.7997
79,nhpc_ltd_2023_2024,0.289,1.0,0.9091,1.0,1.0,0.7995
80,roto_pumps_ltd_2023_2024,0.3789,1.0,0.8182,1.0,1.0,0.7993
81,kiri_industries_ltd_2023_2024,0.2866,1.0,0.9091,1.0,1.0,0.7989
82,ems_ltd_2023_2024,0.2847,1.0,0.9091,1.0,1.0,0.7984
83,balkrishna_industries_ltd_2023_2024,0.2832,1.0,0.9091,1.0,1.0,0.7981
84,amara_raja_energy_mobility_ltd_2023_2024,0.2825,1.0,0.9091,1.0,1.0,0.7979
85,borosil_ltd_2023_2024,0.3733,1.0,0.8182,1.0,1.0,0.7979
86,heg_ltd_2023_2024,0.3726,1.0,0.8182,1.0,1.0,0.7977
87,jkcement_ltd_2023_2024,0.3728,1.0,0.8182,1.0,1.0,0.7977
88,apar_industries_ltd_2023_2024,0.3717,1.0,0.8182,1.0,1.0,0.7975
89,trident_ltd_2023_2024,0.3698,1.0,0.8182,1.0,1.0,0.797
90,jai_balaji_industries_ltd_2023_2024,0.3679,1.0,0.8182,1.0,1.0,0.7965
91,glenmark_pharmaceuticals_ltd_2023_2024,0.2763,1.0,0.9091,1.0,1.0,0.7963
92,pricol_ltd_2023_2024,0.367,1.0,0.8182,1.0,1.0,0.7963
93,panacea_biotec_ltd_2023_2024,0.365,1.0,0.8182,1.0,1.0,0.7958
94,raymond_ltd_2023_2024,0.2712,1.0,0.9091,1.0,1.0,0.7951
95,natco_pharma_ltd_2023_2024,0.2707,1.0,0.9091,1.0,1.0,0.7949
96,eveready_industries_india_ltd_2023_2024,0.3607,1.0,0.8182,1.0,1.0,0.7947
97,sjvn_ltd_2023_2024,0.3606,1.0,0.8182,1.0,1.0,0.7947
98,tata_power_coltd_2023_2024,0.3605,1.0,0.8182,1.0,1.0,0.7947
99,aarti_pharmalabs_ltd_2023_2024,0.3602,1.0,0.8182,1.0,1.0,0.7946
100,gujarat_alkalies_chemicals_ltd_2023_2024,0.3556,1.0,0.8182,1.0,1.0,0.7934
101,indo_rama_synthetics_india_ltd_2023_2024,0.3546,1.0,0.8182,1.0,1.0,0.7932
102,yes_bank_ltd_2023_2024,0.353,1.0,0.8182,1.0,1.0,0.7928
103,websol_energy_system_ltd_2023_2024,0.3531,1.0,0.8182,1.0,1.0,0.7928
104,healthcare_global_enterprises_ltd_2023_2024,0.3528,1.0,0.8182,1.0,1.0,0.7927
105,nestle_india_ltd_2023_2024,0.3521,1.0,0.8182,1.0,1.0,0.7926
106,cantabil_retail_india_ltd_2023_2024,0.2597,1.0,0.9091,1.0,1.0,0.7922
107,paushak_ltd_2022_2023,0.3503,1.0,0.8182,1.0,1.0,0.7921
108,savita_oil_technologies_ltd_2023_2024,0.3489,1.0,0.8182,1.0,1.0,0.7918
109,hma_agro_industries_ltd_2023_2024,0.3487,1.0,0.8182,1.0,1.0,0.7917
110,exide_industries_ltd_2023_2024,0.2557,1.0,0.9091,1.0,1.0,0.7912
111,sutlej_textiles_industries_ltd_2023_2024,0.3456,1.0,0.8182,1.0,1.0,0.791
112,tanfac_industries_ltd_2023_2024,0.3451,1.0,0.8182,1.0,1.0,0.7908
113,sml_isuzu_limited_2023_2024,0.3446,1.0,0.8182,1.0,1.0,0.7907
114,s_h_kelkar_and_company_ltd_2023_2024,0.3446,1.0,0.8182,1.0,1.0,0.7907
115,bharat_petroleum_corporation_ltd_2023_2024,0.3438,1.0,0.8182,1.0,1.0,0.7905
116,genus_power_infrastructures_ltd_2023_2024,0.3428,1.0,0.8182,1.0,1.0,0.7903
117,automotive_stampings_assemblies_ltd_2023_2024,0.339,1.0,0.8182,1.0,1.0,0.7893
118,mindspace_business_parks_reit_2022_2023,0.339,1.0,0.8182,1.0,1.0,0.7893
119,elecon_engineering_coltd_2023_2024,0.3376,1.0,0.8182,1.0,1.0,0.789
120,mazagon_dock_shipbuilders_ltd_2023_2024,0.3369,1.0,0.8182,1.0,1.0,0.7888
121,larsen_toubro_ltd_2023_2024,0.3354,1.0,0.8182,1.0,1.0,0.7884
122,kirloskar_ferrous_industries_ltd_2022_2023,0.3337,1.0,0.8182,1.0,1.0,0.788
123,irb_infrastructure_developers_ltd_2023_2024,0.3332,1.0,0.8182,1.0,1.0,0.7878
124,astec_lifesciences_limited_2023_2024,0.3311,1.0,0.8182,1.0,1.0,0.7873
125,bharat_electronics_ltd_2023_2024,0.3306,1.0,0.8182,1.0,1.0,0.7872
126,aia_engineering_ltd_2022_2023,0.3294,1.0,0.8182,1.0,1.0,0.7869
127,sobha_limited_2023_2024,0.3289,1.0,0.8182,1.0,1.0,0.7868
128,centum_electronics_ltd_2023_2024,0.329,1.0,0.8182,1.0,1.0,0.7868
129,reliance_power_ltd_2023_2024,0.3289,1.0,0.8182,1.0,1.0,0.7868
130,foseco_india_ltd_2022_2023,0.4178,1.0,0.7273,1.0,1.0,0.7863
131,paramount_communications_ltd_2023_2024,0.3267,1.0,0.8182,1.0,1.0,0.7862
132,mahindra_holidays_resorts_india_ltd_2023_2024,0.3267,1.0,0.8182,1.0,1.0,0.7862
133,gmm_pfaudler_ltd_2023_2024,0.3265,1.0,0.8182,1.0,1.0,0.7862
134,astec lifesciences limited_brsr2023,0.3247,1.0,0.8182,1.0,1.0,0.7857
135,xpro_india_ltd_2023_2024,0.3226,1.0,0.8182,1.0,1.0,0.7852
136,man_infraconstruction_ltd_2023_2024,0.3211,1.0,0.8182,1.0,1.0,0.7848
137,cie_automotive_india_ltd_2022_2023,0.3207,1.0,0.8182,1.0,1.0,0.7847
138,vst_industries_ltd_2023_2024,0.4094,1.0,0.7273,1.0,1.0,0.7842
139,ashok_leyland_ltd_2023_2024,0.3182,1.0,0.8182,1.0,1.0,0.7841
140,hbl_power_systems_ltd_2023_2024,0.3167,1.0,0.8182,1.0,1.0,0.7837
141,macrotech_developers_ltd_2023_2024,0.3161,1.0,0.8182,1.0,1.0,0.7836
142,nlc_india_ltd_2023_2024,0.3161,1.0,0.8182,1.0,1.0,0.7836
143,reliance_infrastructure_ltd_2023_2024,0.316,1.0,0.8182,1.0,1.0,0.7835
144,national_aluminium_coltd_2023_2024,0.3148,1.0,0.8182,1.0,1.0,0.7833
145,dixon_technologies_india_ltd_2023_2024,0.3144,1.0,0.8182,1.0,1.0,0.7831
146,lakshmi_machine_works_ltd_2023_2024,0.3139,1.0,0.8182,1.0,1.0,0.783
147,lumax_auto_technologies_ltd_2023_2024,0.314,1.0,0.8182,1.0,1.0,0.783
148,star_health_and_allied_insurance_company_ltd_2023_2024,0.3119,1.0,0.8182,1.0,1.0,0.7825
149,anupam_rasayan_india_ltd_2023_2024,0.3118,1.0,0.8182,1.0,1.0,0.7825
150,hero_motocorp_ltd_2023_2024,0.3119,1.0,0.8182,1.0,1.0,0.7825
151,marico_ltd_2023_2024,0.3116,1.0,0.8182,1.0,1.0,0.7824
152,jyothy_labs_ltd_2023_2024,0.3102,1.0,0.8182,1.0,1.0,0.7821
153,gujarat_gas_ltd_2023_2024,0.3103,1.0,0.8182,1.0,1.0,0.7821
154,kei_industries_ltd_2023_2024,0.31,1.0,0.8182,1.0,1.0,0.782
155,bosch_ltd_2023_2024,0.3093,1.0,0.8182,1.0,1.0,0.7819
156,sun_pharmaceutical_industries_ltd_2023_2024,0.3093,1.0,0.8182,1.0,1.0,0.7819
157,kesoram_industries_ltd_2023_2024,0.3089,1.0,0.8182,1.0,1.0,0.7818
158,welspun_living_ltd_2023_2024,0.3089,1.0,0.8182,1.0,1.0,0.7818
159,indo_count_industries_ltd_2023_2024,0.3087,1.0,0.8182,1.0,1.0,0.7817
160,biocon_ltd_2023_2024,0.3081,1.0,0.8182,1.0,1.0,0.7816
161,blue_star_ltd_2023_2024,0.3078,1.0,0.8182,1.0,1.0,0.7815
162,kirloskar_oil_engines_ltd_2023_2024,0.3074,1.0,0.8182,1.0,1.0,0.7814
163,g_r_infraprojects_ltd_2022_2023,0.3076,1.0,0.8182,1.0,1.0,0.7814
164,godfrey_phillips_india_ltd_2023_2024,0.307,1.0,0.8182,1.0,1.0,0.7813
165,pcbl_ltd_2023_2024,0.3071,1.0,0.8182,1.0,1.0,0.7813
166,exicom_telesystems_ltd_2023_2024,0.397,1.0,0.7273,1.0,1.0,0.7811
167,balu_forge_industries_ltd_2023_2024,0.3057,1.0,0.8182,1.0,1.0,0.781
168,rhi_magnesita_india_ltd_2023_2024,0.306,1.0,0.8182,1.0,1.0,0.781
169,ircon_international_ltd_2022_2023,0.305,1.0,0.8182,1.0,1.0,0.7808
170,tata_consumer_products_ltd_2023_2024,0.3037,1.0,0.8182,1.0,1.0,0.7805
171,pidilite_industries_ltd_2023_2024,0.3032,1.0,0.8182,1.0,1.0,0.7804
172,delhivery_ltd_2023_2024,0.3035,1.0,0.8182,1.0,1.0,0.7804
173,star_cement_ltd_2023_2024,0.3029,1.0,0.8182,1.0,1.0,0.7803
174,ltimindtree_ltd_2023_2024,0.3004,1.0,0.8182,1.0,1.0,0.7797
175,heidelbergcement_india_ltd_2023_2024,0.3004,1.0,0.8182,1.0,1.0,0.7796
176,swaraj_engines_ltd_2023_2024,0.2989,1.0,0.8182,1.0,1.0,0.7793
177,india_glycols_ltd_2023_2024,0.2991,1.0,0.8182,1.0,1.0,0.7793
178,sangam_india_ltd_2023_2024,0.39,1.0,0.7273,1.0,1.0,0.7793
179,galaxy_surfactants_ltd_2023_2024,0.2988,1.0,0.8182,1.0,1.0,0.7793
180,granules_india_ltd_2023_2024,0.2988,1.0,0.8182,1.0,1.0,0.7793
181,tcpl_packaging_ltd_2023_2024,0.2982,1.0,0.8182,1.0,1.0,0.7791
182,meghmani_organics_ltd_2023_2024,0.2977,1.0,0.8182,1.0,1.0,0.779
183,gujarat_pipavav_port_ltd_2023_2024,0.2973,1.0,0.8182,1.0,1.0,0.7789
184,bombay_dyeing_mfgcoltd_2023_2024,0.2953,1.0,0.8182,1.0,1.0,0.7784
185,craftsman_automation_ltd_2023_2024,0.4043,1.0,0.9091,1.0,0.5,0.7784
186,transformers_and_rectifiers_india_ltd_2023_2024,0.2931,1.0,0.8182,1.0,1.0,0.7778
187,bajaj_auto_ltd_2023_2024,0.2925,1.0,0.8182,1.0,1.0,0.7777
188,adani_energy_solutions_ltd_2023_2024,0.2913,1.0,0.8182,1.0,1.0,0.7774
189,electrosteel_castings_ltd_2023_2024,0.2907,1.0,0.8182,1.0,1.0,0.7772
190,solar_industries_india_ltd_2023_2024,0.2906,1.0,0.8182,1.0,1.0,0.7772
191,crompton_greaves_consumer_electricals_ltd_2023_2024,0.2895,1.0,0.8182,1.0,1.0,0.7769
192,venus_pipes_tubes_ltd_2023_2024,0.2891,1.0,0.8182,1.0,1.0,0.7768
193,carysil_ltd_2023_2024,0.2882,1.0,0.8182,1.0,1.0,0.7766
194,manorama_industries_ltd_2023_2024,0.2883,1.0,0.8182,1.0,1.0,0.7766
195,gail_india_ltd_2023_2024,0.3771,1.0,0.7273,1.0,1.0,0.7761
196,jk_lakshmi_cement_ltd_2023_2024,0.2841,1.0,0.8182,1.0,1.0,0.7756
197,sunteck_realty_ltd_2023_2024,0.2827,1.0,0.8182,1.0,1.0,0.7752
198,shakti_pumps_india_ltd_2023_2024,0.3736,1.0,0.7273,1.0,1.0,0.7752
199,kpit_technologies_ltd_2023_2024,0.2808,1.0,0.8182,1.0,1.0,0.7747
200,hpl_electric_power_ltd_2023_2024,0.3714,1.0,0.7273,1.0,1.0,0.7747
201,cyient_dlm_ltd_2023_2024,0.3706,1.0,0.7273,1.0,1.0,0.7745
202,jaiprakash_power_ventures_limited_2023_2024,0.3697,1.0,0.7273,1.0,1.0,0.7742
203,birlasoft_ltd_2023_2024,0.3685,1.0,0.7273,1.0,1.0,0.7739
204,britannia_industries_ltd_2023_2024,0.3672,1.0,0.7273,1.0,1.0,0.7736
205,jkumar_infraprojects_ltd_2023_2024,0.3837,1.0,0.9091,1.0,0.5,0.7732
206,torrent_power_ltd_2023_2024,0.2742,1.0,0.8182,1.0,1.0,0.7731
207,mahanagar_gas_ltd_2023_2024,0.2731,1.0,0.8182,1.0,1.0,0.7728
208,hindustan_unilever_ltd_2023_2024,0.3641,1.0,0.7273,1.0,1.0,0.7728
209,automotive_axles_ltd_2023_2024,0.3635,1.0,0.7273,1.0,1.0,0.7727
210,gocl_corporation_ltd_2023_2024,0.2725,1.0,0.8182,1.0,1.0,0.7727
211,somany_ceramics_ltd_2023_2024,0.2725,1.0,0.8182,1.0,1.0,0.7727
212,tvs_motor_company_ltd_2023_2024,0.3589,1.0,0.7273,1.0,1.0,0.7715
213,t_d_power_systems_ltd_2023_2024,0.3546,1.0,0.7273,1.0,1.0,0.7705
214,flair_writing_industries_ltd_2023_2024,0.3546,1.0,0.7273,1.0,1.0,0.7705
215,bharat_heavy_electricals_ltd_2023_2024,0.262,1.0,0.8182,1.0,1.0,0.77
216,garware_technical_fibres_ltd_2023_2024,0.3516,1.0,0.7273,1.0,1.0,0.7697
217,tata_coffee_ltd_2022_2023,0.4696,1.0,0.9091,0.7,1.0,0.7697
218,gulf_oil_lubricants_india_ltd_2023_2024,0.3506,1.0,0.7273,1.0,1.0,0.7695
219,dcw_ltd_2023_2024,0.3508,1.0,0.7273,1.0,1.0,0.7695
220,adani_green_energy_ltd_2023_2024,0.3505,1.0,0.7273,1.0,1.0,0.7694
221,steel_authority_of_india_ltd_2023_2024,0.2595,1.0,0.8182,1.0,1.0,0.7694
222,hcl_technologies_ltd_2023_2024,0.3494,1.0,0.7273,1.0,1.0,0.7692
223,cg_power_and_industrial_solutions_ltd_2023_2024,0.3489,1.0,0.7273,1.0,1.0,0.769
224,tata_metaliks_ltd_2022_2023,0.2569,1.0,0.8182,1.0,1.0,0.7688
225,century_textiles_industries_ltd_2023_2024,0.2566,1.0,0.8182,1.0,1.0,0.7687
226,cochin_shipyard_ltd_2023_2024,0.3451,1.0,0.7273,1.0,1.0,0.7681
227,gandhar_oil_refinery_india_ltd_2023_2024,0.3422,1.0,0.7273,1.0,1.0,0.7674
228,gravita_india_ltd_2023_2024,0.3412,1.0,0.7273,1.0,1.0,0.7671
229,timex_group_india_ltd_2023_2024,0.3383,1.0,0.7273,1.0,1.0,0.7664
230,tega_industries_ltd_2023_2024,0.3381,1.0,0.7273,1.0,1.0,0.7663
231,kotak_mahindra_bank_ltd_2023_2024,0.3366,1.0,0.7273,1.0,1.0,0.766
232,dabur_india_ltd_2023_2024,0.3368,1.0,0.7273,1.0,1.0,0.766
233,sapphire_foods_india_ltd_2023_2024,0.3349,1.0,0.7273,1.0,1.0,0.7655
234,shilpa_medicare_ltd_2023_2024,0.3349,1.0,0.7273,1.0,1.0,0.7655
235,clean_science_and_technology_ltd_2023_2024,0.4252,1.0,0.6364,1.0,1.0,0.7654
236,panama_petrochem_ltd_2023_2024,0.334,1.0,0.7273,1.0,1.0,0.7653
237,century_plyboards_i_ltd_2023_2024,0.3323,1.0,0.7273,1.0,1.0,0.7649
238,suzlon_energy_ltd_2023_2024,0.4494,1.0,0.9091,0.7,1.0,0.7646
239,jindal_stainless_ltd_2022_2023,0.3311,1.0,0.7273,1.0,1.0,0.7646
240,saregama_india_ltd_2023_2024,0.3301,1.0,0.7273,1.0,1.0,0.7643
241,eih_ltd_2023_2024,0.329,1.0,0.7273,1.0,1.0,0.7641
242,technocraft_industries_india_ltd_2023_2024,0.3285,1.0,0.7273,1.0,1.0,0.7639
243,hindustan_copper_ltd_2023_2024,0.3269,1.0,0.7273,1.0,1.0,0.7635
244,ador_welding_ltd_2023_2024,0.3262,1.0,0.7273,1.0,1.0,0.7634
245,jindal_drilling_industries_ltd_2023_2024,0.3262,1.0,0.7273,1.0,1.0,0.7634
246,r_r_kabel_ltd_2023_2024,0.3262,1.0,0.7273,1.0,1.0,0.7634
247,saksoft_ltd_2023_2024,0.3254,1.0,0.7273,1.0,1.0,0.7632
248,thermax_ltd_2023_2024,0.3243,1.0,0.7273,1.0,1.0,0.7629
249,prakash_industries_ltd_2023_2024,0.4147,1.0,0.6364,1.0,1.0,0.7628
250,wendt_india_ltd_2023_2024,0.3237,1.0,0.7273,1.0,1.0,0.7627
251,bayer_cropscience_ltd_2023_2024,0.3237,1.0,0.7273,1.0,1.0,0.7627
252,diamond_power_infrastructure_limited_2023_2024,0.3225,1.0,0.7273,1.0,1.0,0.7624
253,greaves_cotton_ltd_2023_2024,0.3215,1.0,0.7273,1.0,1.0,0.7622
254,varroc_engineering_ltd_2023_2024,0.3203,1.0,0.7273,1.0,1.0,0.7619
255,dlf_ltd_2023_2024,0.319,1.0,0.7273,1.0,1.0,0.7616
256,prism_johnson_ltd_2023_2024,0.3186,1.0,0.7273,1.0,1.0,0.7615
257,hercules_hoists_ltd_2023_2024,0.3184,1.0,0.7273,1.0,1.0,0.7614
258,reliance_industries_ltd_2023_2024,0.3182,1.0,0.7273,1.0,1.0,0.7614
259,relaxo_footwears_ltd_2023_2024,0.3152,1.0,0.7273,1.0,1.0,0.7606
260,abbott_india_ltd_2023_2024,0.3139,1.0,0.7273,1.0,1.0,0.7603
261,pennar_industries_ltd_2023_2024,0.313,1.0,0.7273,1.0,1.0,0.7601
262,bls_international_services_ltd_2023_2024,0.3124,1.0,0.7273,1.0,1.0,0.7599
263,signatureglobal_india_ltd_2023_2024,0.3102,1.0,0.7273,1.0,1.0,0.7594
264,zensar_technologies_ltd_2023_2024,0.3094,1.0,0.7273,1.0,1.0,0.7592
265,force_motors_ltd_2023_2024,0.3093,1.0,0.7273,1.0,1.0,0.7591
266,huhtamaki_india_ltd_2022_2023,0.3087,1.0,0.7273,1.0,1.0,0.759
267,pix_transmissions_ltd_2023_2024,0.3996,1.0,0.6364,1.0,1.0,0.759
268,laxmi organic industries limit_brsr2023,0.3087,1.0,0.7273,1.0,1.0,0.759
269,ashapura_minechem_ltd_2023_2024,0.3069,1.0,0.7273,1.0,1.0,0.7586
270,monte_carlo_fashions_ltd_2023_2024,0.397,1.0,0.6364,1.0,1.0,0.7583
271,avadh_sugar_energy_ltd_2023_2024,0.3037,1.0,0.7273,1.0,1.0,0.7577
272,nocil_ltd_2023_2024,0.303,1.0,0.7273,1.0,1.0,0.7576
273,elantas_beck_india_ltd_2022_2023,0.3024,1.0,0.7273,1.0,1.0,0.7574
274,ganesh_benzoplast_ltd_2023_2024,0.3022,1.0,0.7273,1.0,1.0,0.7574
275,intellect_design_arena_ltd_2023_2024,0.3024,1.0,0.7273,1.0,1.0,0.7574
276,titagarh_rail_systems_ltd_2023_2024,0.3021,1.0,0.7273,1.0,1.0,0.7573
277,udaipur_cement_works_ltd_2023_2024,0.301,1.0,0.7273,1.0,1.0,0.7571
278,power_finance_corporation_ltd_2023_2024,0.3922,1.0,0.6364,1.0,1.0,0.7571
279,hindustan_aeronautics_ltd_2023_2024,0.2995,1.0,0.7273,1.0,1.0,0.7567
280,sarda_energy_minerals_ltd_2023_2024,0.2988,1.0,0.7273,1.0,1.0,0.7565
281,national_peroxide_ltd_2022_2023,0.2982,1.0,0.7273,1.0,1.0,0.7564
282,ramkrishna_forgings_ltd_2023_2024,0.4072,1.0,0.8182,1.0,0.5,0.7564
283,ratnamani_metals_tubes_ltd_2023_2024,0.2975,1.0,0.7273,1.0,1.0,0.7562
284,bhansali_engineering_polymers_ltd_2023_2024,0.4137,1.0,0.9091,0.7,1.0,0.7557
285,jyoti_structures_ltd_2023_2024,0.2955,1.0,0.7273,1.0,1.0,0.7557
286,black_rose_industries_ltd_2023_2024,0.2953,1.0,0.7273,1.0,1.0,0.7557
287,dilip_buildcon_ltd_2023_2024,0.2935,1.0,0.7273,1.0,1.0,0.7552
288,jayaswal_neco_industries_ltd_2023_2024,0.4111,1.0,0.9091,0.7,1.0,0.7551
289,laurus_labs_ltd_2023_2024,0.2931,1.0,0.7273,1.0,1.0,0.7551
290,ami_organics_ltd_2023_2024,0.2925,1.0,0.7273,1.0,1.0,0.7549
291,renaissance_global_ltd_2023_2024,0.2925,1.0,0.7273,1.0,1.0,0.7549
292,punjab_chemicals_and_crop_protection_ltd_2023_2024,0.2914,1.0,0.7273,1.0,1.0,0.7547
293,prince_pipes_and_fittings_ltd_2023_2024,0.381,1.0,0.6364,1.0,1.0,0.7543
