NameOfTheCompany,Sector,P3_1_raw,P3_2_raw,P3_3_raw,P3_4_raw,P3_5_raw,P3_6_raw,P5_1_raw,P5_2_raw,P5_3_raw,P5_4_raw,P8_1_raw,P8_2_raw,P9_1_raw,P3_1_score,P3_2_score,P3_3_score,P3_4_score,P3_5_score,P3_6_score,P5_1_score,P5_2_score,P5_3_score,P5_4_score,P8_1_score,P8_2_score,P9_1_score,P3_composite,P5_composite,P8_composite,P9_composite,fatality_flag,flag_A,flag_B,flag_C,flag_D,social_quant_score,global_scored,final_social_score
GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,Manufacturing,1.0,0.25,0.0014058855288710853,0.613,0.81845,0.9086,0.2546333333333333,0.9158571297559904,0.5,0.013888888888888888,0.245,1.5113097450549253e-12,1.0,34.89254108723135,20.606826801517066,38.541666666666664,80.78381795195953,43.10998735777497,61.16751269035533,78.00252844500632,48.843187660668384,60.93552465233881,93.94329896907216,69.5322376738306,22.192151556156972,16.56131479140329,46.51705875925082,70.43113493177142,45.86219461499378,16.56131479140329,0,0,0,0,0,51.79318140120972,False,
GUJARAT THEMIS BIOSYN LTD.,Manufacturing,0.5,0.375,,0.0,0.5,1.0,0.0,0.05789392827913164,0.5,0.0,0.32155,0.0,0.0,88.62199747155499,40.07585335018963,,0.0,75.53729456384323,23.794416243654823,95.448798988622,94.60154241645245,60.93552465233881,38.91752577319588,62.70543615676359,63.93775372124493,80.53097345132744,45.605912325848536,72.47584795765229,63.32159493900426,80.53097345132744,0,0,0,0,0,61.1602483015011,False,
GULSHAN POLYOLS LIMITED,Manufacturing,0.5,0.25,,0.0,1.0,1.0,0.6976333333333334,1.0,0.0,0.0,0.10365,0.0,0.9499999999999998,88.62199747155499,20.606826801517066,,0.0,10.429835651074598,23.794416243654823,35.524652338811634,18.63753213367609,89.25410872313527,38.91752577319588,80.78381795195955,63.93775372124493,33.50189633375474,28.6906152335603,45.583454742204715,72.36078583660225,33.50189633375474,0,0,0,0,0,41.63476276206158,False,
Galaxy Surfactants Limited,Manufacturing,1.0,0.5625,0.0010877373198700296,0.15,0.86295,0.863,0.45725,0.7767857142857143,0.658,0.005988023952095809,0.18045,0.0,1.0,34.89254108723135,60.42983565107459,45.386904761904766,65.86599241466497,37.041719342604296,66.37055837563452,59.292035398230084,69.40874035989717,43.23640960809102,89.11082474226805,75.09481668773705,63.93775372124493,16.56131479140329,51.6645919388524,65.26200252712158,69.516285204491,90.0,0,0,0,1,0,62.93498044070717,False,
Gallantt Ispat Limited,Manufacturing,0.5,0.125,0.0003764740393518751,0.0,1.0,0.789,0.8333333333333334,0.017117958294428883,0.5,0.0,0.04825,0.0,0.0,88.62199747155499,7.774968394437421,72.17261904761905,90.0,10.429835651074598,75.12690355329948,24.525916561314787,95.62982005141389,60.93552465233881,38.91752577319588,84.95575221238938,63.93775372124493,80.53097345132744,90.0,55.00219675956584,74.44675296681716,80.53097345132744,1,0,0,0,0,74.47087915600336,False,
Ganesha Ecosphere Limited,Manufacturing,1.0,0.375,0.0007091521125313575,0.3,0.8241,1.0,0.7585666666666667,0.8571428571428571,1.0,0.0,0.4548,0.0,0.0,34.89254108723135,40.07585335018963,56.547619047619044,72.69279393173198,41.84576485461441,23.794416243654823,32.86978508217446,56.876606683804624,17.38305941845765,38.91752577319588,46.523388116308475,63.93775372124493,80.53097345132744,44.97483141917354,36.51174423940815,55.230570918776706,80.53097345132744,0,0,0,0,0,47.10672603441152,False,
Garden Reach Shipbuilders & Engineers Limited,Manufacturing,0.0,0.0,0.004652286146178538,1.24,0.4547,1.0,0.13605,0.9,0.5,0.0,0.3688,9.035132721117268e-12,0.3333333333333333,98.4197218710493,2.5284450063211126,13.988095238095227,90.0,80.15170670037926,23.794416243654823,83.31226295828066,51.02827763496144,60.93552465233881,38.91752577319588,56.51074589127686,14.884979702300399,52.275600505689,90.0,58.5483977546942,35.69786279678863,52.275600505689,1,0,0,0,0,67.07417868423016,False,
Garware Hi-Tech Films Limited,Manufacturing,1.0,0.5,0.00223802360710273,0.0,0.8373,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,34.89254108723135,54.9936788874842,27.38095238095238,0.0,39.443742098609356,23.794416243654823,7.458912768647281,18.63753213367609,60.93552465233881,38.91752577319588,35.524652338811634,63.93775372124493,16.56131479140329,30.08422178298868,31.487373831964515,49.73120303002828,16.56131479140329,0,0,0,0,0,32.17008148802763,False,
Garware Technical Fibres Limited,Manufacturing,0.9922500000000001,0.6172500000000001,0.003945012914518544,0.0,0.68465,1.0,0.92325,0.34847647385388564,0.5,0.03225806451612903,0.051000000000000004,0.0,0.0,71.80783817951959,64.34892541087231,16.51785714285714,0.0,56.89001264222503,23.794416243654823,16.687737041719345,91.90231362467867,60.93552465233881,97.9381443298969,84.82932996207333,63.93775372124493,80.53097345132744,38.89317493652148,66.86592991215844,74.38354184165914,80.53097345132744,0,0,0,0,0,58.17097406524566,False,
Genus Power Infrastructures Limited,Manufacturing,1.0,0.25068124999999997,,0.556,1.0,1.0,1.0,0.0,1.0,0.0,0.3719,,1.0,34.89254108723135,28.824273072060684,,79.77243994943109,10.429835651074598,23.794416243654823,7.458912768647281,98.0719794344473,17.38305941845765,38.91752577319588,56.257901390644754,,16.56131479140329,35.54270120069051,40.457869348687026,56.257901390644754,16.56131479140329,0,0,0,0,0,38.47215144005371,False,
GlaxoSmithKline Pharmaceuticals Limited,Manufacturing,1.0,0.625,0.002424,23.032799999999405,0.99305,1.0,0.6666666666666666,1.0,0.0,0.00398406374501992,0.4023,8.1159e-05,0.3333333333333333,34.89254108723135,69.59544879898863,26.19047619047619,98.86219974715549,21.871049304677626,23.794416243654823,40.202275600505686,18.63753213367609,89.25410872313527,87.24226804123711,51.45385587863464,2.0297699594046037,52.275600505689,45.867688562030686,58.83404612463854,26.741812919019623,52.275600505689,0,0,0,0,0,48.17782355685762,False,
Glenmark Life Sciences Limited,Manufacturing,1.0,0.625,0.000529979721532404,0.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.0,1.0,2.757797574467526e-05,0.0,34.89254108723135,69.59544879898863,63.392857142857146,0.0,10.429835651074598,23.794416243654823,40.202275600505686,18.63753213367609,60.93552465233881,38.91752577319588,0.37926675094817597,2.706359945872805,80.53097345132744,33.68418315396776,39.67321453992912,1.5428133484104904,80.53097345132744,0,0,0,0,0,35.643817697956614,False,
Glenmark Pharmaceuticals Limited,Manufacturing,1.0,0.25,0.0008500000000107716,0.08,0.9307000000000001,1.0,0.5583333333333333,1.0,1.0,0.0058823529411764705,0.42500000000000004,0.0,1.0,34.89254108723135,20.606826801517066,51.339285714285715,61.44121365360303,28.57142857142857,23.794416243654823,49.304677623261696,18.63753213367609,17.38305941845765,88.91752577319588,48.8621997471555,63.93775372124493,16.56131479140329,36.774285345286756,43.56069873714783,56.399976734200216,16.56131479140329,0,0,0,0,0,40.07208668538681,False,
Globus Spirits Limited,Manufacturing,0.010014,0.0,0.00047748809182898184,0.0,0.29375,0.7451,0.32811666666666667,1.0,0.5,0.0,0.02,1.1459714202367603e-15,0.3333333333333333,96.71302149178256,2.5284450063211126,66.36904761904762,0.0,89.50695322376738,79.31472081218274,72.43994943109988,18.63753213367609,60.93552465233881,38.91752577319588,86.72566371681415,26.38700947225982,52.275600505689,55.7386980255169,47.73263299757766,56.55633659453699,52.275600505689,0,0,0,0,0,52.712911299108384,False,
Gloster Limited,Manufacturing,1.0,0.625,,23.032799999999405,0.2303,1.0,0.04296666666666666,0.4160327868852459,1.0,0.0,0.46144999999999997,,1.0,34.89254108723135,69.59544879898863,,98.86219974715549,92.03539823008849,23.794416243654823,86.5992414664981,91.38817480719794,17.38305941845765,38.91752577319588,45.385587863463975,,16.56131479140329,63.83600082142376,58.5720003663374,45.385587863463975,16.56131479140329,0,0,0,0,0,54.49857011544752,False,
Godrej Consumer Products Limited,Manufacturing,1.0,0.25,0.0006132413722084215,0.07,0.505,1.0,0.41500000000000004,0.9783889865943,0.845,0.003246753246753247,0.5700000000000001,5.7519946056197365e-12,0.15133333333333335,34.89254108723135,20.606826801517066,60.267857142857146,61.188369152970914,72.0606826801517,23.794416243654823,62.32616940581542,40.74550128534704,38.179519595448795,86.21134020618557,18.963337547408344,16.779431664411376,59.292035398230084,45.46844885139717,56.865632623199204,17.87138460590986,59.292035398230084,0,0,0,0,0,46.70026218938807,False,
Godrej Industries Limited,Manufacturing,1.0,0.5639000000000001,0.0015149999999999999,0.0,0.9149,1.0,1.0,1.0,1.0,0.0,0.47,0.0,1.0,34.89254108723135,61.5676359039191,36.011904761904766,0.0,31.226295828065744,23.794416243654823,7.458912768647281,18.63753213367609,17.38305941845765,38.91752577319588,44.05815423514539,63.93775372124493,16.56131479140329,31.248798970795963,20.599257523494224,53.997953978195156,16.56131479140329,0,0,0,0,0,29.465084297410968,False,
Gokaldas Exports Limited,Manufacturing,1.0,0.625,,0.465,0.53175,0.7711,0.6666666666666666,0.750538492221779,1.0,0.0,0.07,0.0,0.0,34.89254108723135,69.59544879898863,,78.38179519595448,69.7850821744627,76.58629441624366,40.202275600505686,71.72236503856041,17.38305941845765,38.91752577319588,83.37547408343869,63.93775372124493,80.53097345132744,65.84823233457617,42.0563064576799,73.6566139023418,80.53097345132744,0,0,0,0,0,60.16058962450245,False,
Gokul Agro Resources Limited,Manufacturing,0.5,0.25,4.274145543360109e-05,0.0,1.0,1.0,0.8333333333333334,0.8706588242248692,0.5,0.0,0.14545,0.0,0.0,88.62199747155499,20.606826801517066,90.92261904761905,0.0,10.429835651074598,23.794416243654823,24.525916561314787,54.88431876606683,60.93552465233881,38.91752577319588,78.25537294563843,63.93775372124493,80.53097345132744,39.06261586923676,44.81582143822908,71.09656333344168,80.53097345132744,0,0,0,0,0,50.02816569622388,False,
Goodluck India Limited,Manufacturing,0.94055,0.4457875,0.00025237120772323015,0.0,0.8673,0.7993,0.5622666666666667,0.9565217391304348,0.5,0.0,0.5104500000000001,0.0,1.0,74.71554993678888,49.68394437420986,79.16666666666666,0.0,36.40960809102401,73.2233502538071,48.67256637168141,43.18766066838047,60.93552465233881,38.91752577319588,29.582806573957015,63.93775372124493,16.56131479140329,52.19985322041608,47.928319366399144,46.76028014760097,16.56131479140329,0,0,0,0,0,46.325026567686606,False,
Grasim Industries Limited,Manufacturing,0.99885,0.82713125,0.0021967450537528988,0.3,0.8515,0.8282,0.18545,0.8028852448546201,0.5,0.004985044865403789,0.325,4.619819071285968e-12,0.6666666666666666,70.60682680151707,86.09355246523388,27.82738095238095,90.0,38.68520859671302,69.79695431472081,80.78381795195955,64.65295629820051,60.93552465233881,87.75773195876289,61.75726927939317,18.403247631935045,40.58154235145386,90.0,73.53250771531543,40.08025845566411,40.58154235145386,1,0,0,0,0,71.8065707038554,False,
Grauer and Weil (India) Limited,Manufacturing,0.78075,0.53075,0.00013820835760160416,0.0,0.60605,0.8997,0.8333333333333334,0.7370040858199055,0.5,0.0,0.4122,0.0,1.0,79.26675094816687,57.901390644753484,85.56547619047619,0.0,64.34892541087231,62.055837563451774,24.525916561314787,74.16452442159382,60.93552465233881,38.91752577319588,50.695322376738304,63.93775372124493,16.56131479140329,58.18973012628677,49.63587285211083,57.31653804899162,16.56131479140329,0,0,0,0,0,50.90205973524257,False,
Gravita India Limited,Manufacturing,1.0,0.4375,0.0012952255820601925,2.6,0.8161,0.8744,0.8333333333333334,0.7445414847161572,0.5,0.0,0.19855,0.0,0.0,34.89254108723135,47.97724399494311,41.07142857142857,92.16182048040454,43.67888748419722,65.2284263959391,24.525916561314787,73.39331619537275,60.93552465233881,38.91752577319588,73.70417193426043,63.93775372124493,80.53097345132744,54.16839133569065,49.443070795555556,68.82096282775268,80.53097345132744,0,0,0,0,0,57.34867308201635,False,
Greaves Cotton Limited,Manufacturing,1.0,0.25,0.0004664003835451865,0.0,0.6476999999999999,0.7452,0.5818833333333333,0.8428702635349671,0.67,0.018518518518518517,0.595,0.0,0.28,34.89254108723135,20.606826801517066,67.26190476190476,0.0,60.93552465233881,79.18781725888324,47.661188369152974,58.22622107969151,42.85714285714286,95.94072164948454,16.434892541087237,63.93775372124493,58.4070796460177,43.81410242697921,61.171318488867975,40.186323131166084,58.4070796460177,0,0,0,0,0,50.804258876172156,False,
Greenpanel Industries Limited,Manufacturing,1.0,0.375,0.0006915918961172192,2.79,0.99695,0.8033,1.0,1.0,0.5,0.0,0.605,0.0,0.0,34.89254108723135,40.07585335018963,57.142857142857146,92.5410872313527,21.36536030341341,72.84263959390863,7.458912768647281,18.63753213367609,60.93552465233881,38.91752577319588,15.486725663716811,63.93775372124493,80.53097345132744,53.14338978482548,31.487373831964515,39.71223969248087,80.53097345132744,0,0,0,0,0,46.28787005412265,False,
Grindwell Norton Limited,Manufacturing,1.0,0.625,,0.46,0.41205,0.8548,0.2909333333333333,0.8888888888888888,0.675,0.002320185614849188,0.275,9.765887995911466e-16,0.7833333333333333,34.89254108723135,69.59544879898863,,78.12895069532237,81.66877370417194,67.63959390862945,75.60050568900127,52.82776349614396,42.414664981036665,83.24742268041237,67.63590391908976,26.52232746955346,35.14538558786346,66.38506163886875,63.52258921164856,47.07911569432161,35.14538558786346,0,0,0,0,0,59.36333679255908,False,
Gufic Biosciences Limited,Manufacturing,1.0,0.25,0.004601596449641016,2.77,1.0,1.0,1.0,0.8743048077269115,1.0,0.0,0.2879,0.0,0.3333333333333333,34.89254108723135,20.606826801517066,14.285714285714292,92.41466498103665,10.429835651074598,23.794416243654823,7.458912768647281,54.24164524421594,17.38305941845765,38.91752577319588,65.99241466498103,63.93775372124493,52.275600505689,32.737333175038124,29.500285801129188,64.96508419311297,52.275600505689,0,0,0,0,0,38.392355979946316,False,
Gujarat Alkalies and Chemicals Limited,Manufacturing,1.0,0.25,0.0012500000000337584,0.11,1.0,1.0,1.0,0.8366013071895425,1.0,0.0,0.52925,2.6898778276935563e-12,1.0,34.89254108723135,20.606826801517066,41.81547619047619,63.46396965865992,10.429835651074598,23.794416243654823,7.458912768647281,59.51156812339332,17.38305941845765,38.91752577319588,25.663716814159287,20.70365358592693,16.56131479140329,32.50051093876899,30.81776652092353,23.183685200043108,16.56131479140329,0,0,0,0,0,28.920106916977627,False,
Gujarat Ambuja Exports Limited,Manufacturing,0.5,0.125,,8.9,0.7498,0.0,0.008266666666666667,1.0,0.0,0.0,0.53,,0.7200000000000001,88.62199747155499,7.774968394437421,,96.8394437420986,50.94816687737042,97.20812182741116,90.51833122629583,18.63753213367609,89.25410872313527,38.91752577319588,25.537294563843233,,35.903919089759796,68.27853966257452,59.33187446407577,25.537294563843233,35.903919089759796,0,0,0,0,0,55.49855802100879,False,
Gujarat Fluorochemicals Limited,Manufacturing,1.0,0.5625,0.00256617632574678,0.9,0.90875,0.5594,0.29351666666666665,0.7163177176070895,0.5,0.0,0.2083,0.0,1.0,34.89254108723135,60.42983565107459,24.70238095238095,84.32364096080909,32.111251580278136,87.18274111675127,75.09481668773705,77.24935732647815,60.93552465233881,38.91752577319588,72.31352718078381,63.93775372124493,16.56131479140329,53.940398558087566,63.04930610993747,68.12564045101436,16.56131479140329,0,0,0,0,0,55.51839410850562,False,
Gujarat Narmada Valley Fertilizers & Chemicals Limited,Manufacturing,1.0,0.625,0.0,0.17,0.35055000000000003,1.0,0.45554999999999995,0.6282960985969553,1.0,0.0,0.45595,0.0,1.0,34.89254108723135,69.59544879898863,98.28869047619048,67.5094816687737,86.09355246523388,23.794416243654823,59.418457648546145,83.54755784061697,17.38305941845765,38.91752577319588,45.89127686472819,63.93775372124493,16.56131479140329,63.36235512334548,49.81665017020416,54.914515292986565,16.56131479140329,0,0,0,0,0,52.674078381997965,False,
Gulf Oil Lubricants India Limited,Manufacturing,1.0,1.0,0.00032429007574624475,0.0,0.7048000000000001,1.0,0.23026666666666665,0.8817974966082569,0.5,0.0,0.24000000000000002,0.0,0.6666666666666666,34.89254108723135,93.8685208596713,75.14880952380952,0.0,54.9936788874842,23.794416243654823,79.14032869785082,53.2133676092545,60.93552465233881,38.91752577319588,70.16434892541088,63.93775372124493,40.58154235145386,47.116327766975196,58.05168668316,67.0510513233279,40.58154235145386,0,0,0,0,0,53.280433379540646,False,
HAPPY FORGINGS LIMITED,Manufacturing,1.0,0.5,4.785619543699806e-12,0.55,0.51825,0.1817,0.09113333333333333,0.75,0.5,0.0,0.5,0.0,0.0,34.89254108723135,54.9936788874842,95.53571428571429,79.26675094816687,71.17572692793931,92.51269035532995,84.82932996207333,72.17223650385604,60.93552465233881,38.91752577319588,35.524652338811634,63.93775372124493,80.53097345132744,71.39618374864433,64.21365422286601,49.73120303002828,80.53097345132744,0,0,0,0,0,66.54603027709783,False,
HARIOM PIPE INDUSTRIES LIMITED,Manufacturing,0.5,0.375,0.00030194824311775094,0.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.0,0.20500000000000002,0.0,1.0,88.62199747155499,40.07585335018963,76.19047619047619,0.0,10.429835651074598,23.794416243654823,40.202275600505686,18.63753213367609,60.93552465233881,38.91752577319588,72.62958280657395,63.93775372124493,16.56131479140329,39.85209648449171,39.67321453992912,68.28366826390945,16.56131479140329,0,0,0,0,0,41.725145401498615,False,
HATSUN AGRO PRODUCT LIMITED,Manufacturing,1.0,0.25,0.0,0.0,0.33805,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.6666666666666666,34.89254108723135,20.606826801517066,98.28869047619048,0.0,86.72566371681415,23.794416243654823,95.448798988622,18.63753213367609,17.38305941845765,38.91752577319588,35.524652338811634,63.93775372124493,40.58154235145386,44.05135638756798,42.596729078487904,49.73120303002828,40.58154235145386,0,0,0,0,0,44.04723242214759,False,
HAWKINS COOKERS LIMITED,Manufacturing,0.5,0.458475,0.001968849356630411,0.2,0.53415,0.6455,0.39808333333333334,0.8653522344398444,0.5,0.0,0.46499999999999997,1.8890685909210175e-10,1.0,88.62199747155499,50.56890012642224,31.10119047619048,69.02654867256636,69.5322376738306,84.26395939086294,63.21112515802781,55.398457583547554,60.93552465233881,38.91752577319588,44.690265486725664,7.71312584573748,16.56131479140329,65.51913896857127,54.615658291777514,26.201695666231572,16.56131479140329,0,0,0,0,0,50.9095218186257,False,
HBL Power Systems Limited,Manufacturing,0.9312499999999999,0.9312499999999999,0.0012000054323223176,14.07,0.50005,0.8192,0.19016666666666668,0.75,0.5,0.0,0.6295999999999999,0.0,1.0,75.47408343868521,86.85208596713021,43.601190476190474,98.35651074589127,73.51453855878634,70.81218274111676,80.65739570164348,72.17223650385604,60.93552465233881,38.91752577319588,12.768647281921616,63.93775372124493,16.56131479140329,74.76843198796671,63.170670657758556,38.353200501583274,16.56131479140329,0,0,0,0,0,59.42621907978,False,
HDFC Asset Management Company Limited,Manufacturing,1.0,1.0,0.0009096607683884275,0.0,0.9964,0.9543,0.5,0.6895169137263242,0.4,0.0,0.5812,0.0006963658993383998,0.0,34.89254108723135,93.8685208596713,49.851190476190474,0.0,21.49178255372945,55.20304568527919,53.72945638432364,79.17737789203085,74.27307206068268,38.91752577319588,17.446270543615668,0.40595399188092074,80.53097345132744,42.551180110350295,61.52435802755826,8.926112267748294,80.53097345132744,0,0,0,0,0,47.94601153908049,False,
HEG Limited,Manufacturing,1.0,0.5,0.00020766752266065388,2.48,0.73455,0.8828,0.21246666666666666,1.0,0.56,0.0,0.41300000000000003,0.0,1.0,34.89254108723135,54.9936788874842,81.99404761904762,92.03539823008849,52.528445006321114,64.72081218274111,79.89886219974716,18.63753213367609,46.83944374209861,38.91752577319588,50.56890012642225,63.93775372124493,16.56131479140329,63.527487168818986,46.07334096217944,57.25332692383359,16.56131479140329,0,0,0,0,0,51.780794722005766,False,
HESTER BIOSCIENCES LIMITED,Manufacturing,1.0,0.4375,0.0061962609830443095,0.0,0.60285,1.0,0.8333333333333334,0.789346327787327,1.0,0.0,0.79,0.0,0.3333333333333333,34.89254108723135,47.97724399494311,11.458333333333343,0.0,64.85461441213653,23.794416243654823,24.525916561314787,66.0668380462725,17.38305941845765,38.91752577319588,3.2869785082174445,63.93775372124493,52.275600505689,30.496191511883193,36.7233349498102,33.61236611473119,52.275600505689,0,0,0,0,0,35.32105880496543,False,
HI-TECH PIPES LIMITED,Manufacturing,0.5,0.125,7.499721394459238e-05,0.0,0.9566,1.0,0.8078833333333333,0.7355029585798817,0.0,0.0,0.04,0.0,0.0,88.62199747155499,7.774968394437421,89.88095238095238,0.0,25.790139064475355,23.794416243654823,31.479140328697852,74.67866323907455,89.25410872313527,38.91752577319588,85.4614412136536,63.93775372124493,80.53097345132744,39.31041225917917,58.58235951602589,74.69959746744927,80.53097345132744,0,0,0,0,0,55.48602769953085,False,
HIL Limited,Manufacturing,1.0,0.375,0.00226413471210009,0.45,0.94495,0.8248,1.0,1.0,0.5,0.0,0.41550000000000004,0.0,0.11900000000000001,34.89254108723135,40.07585335018963,27.083333333333343,77.62326169405814,27.43362831858407,70.17766497461929,7.458912768647281,18.63753213367609,60.93552465233881,38.91752577319588,49.683944374209865,63.93775372124493,59.5448798988622,46.21438045966931,31.487373831964515,56.8108490477274,59.5448798988622,0,0,0,0,0,43.982448372100635,False,
HINDALCO INDUSTRIES LIMITED,Manufacturing,1.0,0.25,0.0005000000000006024,0.31,0.8008500000000001,1.0,0.11116666666666668,0.7454596184524684,1.0,0.01122334455667789,0.182,3.0117216205471698e-12,0.0,34.89254108723135,20.606826801517066,65.17857142857143,90.0,45.0063211125158,23.794416243654823,83.94437420986094,73.1362467866324,17.38305941845765,92.91237113402062,74.96839443742098,20.56833558863329,80.53097345132744,90.0,66.84401288724291,47.768365013027136,80.53097345132744,1,0,0,0,0,74.61375660762182,False,
HINDUJA GLOBAL SOLUTIONS LIMITED,Manufacturing,0.9763999999999999,0.9763999999999999,,0.0,0.9076,0.7156,0.5,1.0,0.6,0.0,0.07,0.0,0.0,72.69279393173198,87.35777496839444,,0.0,32.4905183312263,80.58375634517766,53.72945638432364,18.63753213367609,45.259165613147914,38.91752577319588,83.37547408343869,63.93775372124493,80.53097345132744,54.62496871530608,90.0,73.6566139023418,80.53097345132744,0,0,1,0,0,72.45157691660644,False,
HINDUSTAN AERONAUTICS LIMITED,Manufacturing,0.9925999999999999,0.28374374999999996,0.0021176175510687,0.36,0.4697,0.2546,0.019416666666666665,0.9891573652192346,0.0,0.0004633920296570899,0.32265,4.8960792394153685e-11,0.3333333333333333,71.42857142857143,31.099873577749683,29.01785714285714,90.0,79.26675094816687,92.13197969543147,88.8748419721871,39.588688946015424,89.25410872313527,78.09278350515464,62.45259165613148,10.960757780784846,52.275600505689,90.0,73.95260578662311,36.70667471845816,52.275600505689,1,0,0,0,0,72.61697328365571,False,
HLE Glascoat Limited,Manufacturing,1.0,0.77,0.00389997773925718,0.0,0.68225,1.0,0.8333333333333334,0.7823785631581849,0.5,0.0,0.485,1.7049018255196936e-10,0.6666666666666666,34.89254108723135,83.94437420986094,17.113095238095227,0.0,57.142857142857146,23.794416243654823,24.525916561314787,68.25192802056556,60.93552465233881,38.91752577319588,41.90897597977244,8.25439783491204,40.58154235145386,36.147880653616575,48.15772375185376,25.08168690734224,40.58154235145386,0,0,0,0,0,39.13476284584217,False,
HMA AGRO INDUSTRIES LIMITED,Manufacturing,0.4486,0.4486,9.649761251844023e-05,0.0,1.0,1.0,0.0,,1.0,,1.0,0.0,1.0,93.04677623261693,49.81036662452591,88.54166666666667,0.0,10.429835651074598,23.794416243654823,95.448798988622,,17.38305941845765,,0.37926675094817597,63.93775372124493,16.56131479140329,44.270510236423156,56.415929203539825,32.158510236096554,16.56131479140329,0,0,0,0,0,43.933687330363014,False,
HPL Electric & Power Limited,Manufacturing,0.575,0.575,,0.0,0.35585,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,83.69152970922883,62.579013906447535,,0.0,85.71428571428572,23.794416243654823,95.448798988622,18.63753213367609,17.38305941845765,38.91752577319588,94.43742098609356,63.93775372124493,80.53097345132744,51.15584911472338,90.0,79.18758735366924,80.53097345132744,0,0,1,0,0,71.89357509407247,False,
Happiest Minds Technologies Limited,Manufacturing,1.0,0.9879875,0.00730997976753028,0.0,0.4008,0.9437,0.5,0.6321176470588236,0.0,0.0,0.345,1.5612269838683396e-06,0.0,34.89254108723135,87.48419721871049,9.523809523809518,0.0,82.30088495575221,57.233502538071065,53.72945638432364,82.90488431876607,89.25410872313527,38.91752577319588,60.30341340075853,5.006765899864689,80.53097345132744,45.23915588726245,66.20149379985523,32.65508965031161,80.53097345132744,0,0,0,0,0,54.21754597753379,False,
Healthcare Global Enterprises Limited,Manufacturing,1.0,1.0,0.0017079536588550928,0.0,0.97035,0.8436,0.2836166666666667,0.8708558441817348,0.495,0.0013804527885146328,0.5,0.0,0.0,34.89254108723135,93.8685208596713,34.07738095238095,0.0,24.146649810366625,68.14720812182742,76.61188369152971,54.75578406169666,73.70417193426043,81.05670103092784,35.524652338811634,63.93775372124493,80.53097345132744,42.52205013857961,71.53213517960367,49.73120303002828,80.53097345132744,0,0,0,0,0,57.557845167930125,False,
HeidelbergCement India Limited,Manufacturing,1.0,0.625,0.0009087834982204751,0.0,0.6205,0.8134,0.3552166666666667,1.0,1.0,0.0,0.48750000000000004,0.0,1.0,34.89254108723135,69.59544879898863,50.0,0.0,63.21112515802781,71.19289340101523,65.2338811630847,18.63753213367609,17.38305941845765,38.91752577319588,41.21365360303414,63.93775372124493,16.56131479140329,48.1486680742105,35.04299962210358,52.57570366213953,16.56131479140329,0,0,0,0,0,41.06700412588171,False,
Heranba Industries Limited,Manufacturing,0.6937,0.0,0.0026828789960933516,1.31,0.4667,1.0,0.20348333333333335,1.0,1.0,0.0,0.5,0.0,0.3333333333333333,80.9102402022756,2.5284450063211126,23.363095238095227,88.24273072060681,79.51959544879898,23.794416243654823,80.27812895069532,18.63753213367609,17.38305941845765,38.91752577319588,35.524652338811634,63.93775372124493,52.275600505689,49.726420476625435,38.80406156900624,49.73120303002828,52.275600505689,0,0,0,0,0,46.1592302448755,False,
Hercules Hoists Limited,Manufacturing,1.0,0.75,0.006891983164397593,1.09,0.5667,1.0,1.0,0.7354925775978407,1.0,0.0,0.7798499999999999,0.0,0.3333333333333333,34.89254108723135,80.65739570164348,10.416666666666657,85.84070796460176,67.5094816687737,23.794416243654823,7.458912768647281,74.80719794344473,17.38305941845765,38.91752577319588,3.4134007585334984,63.93775372124493,52.275600505689,50.51853488876196,34.641673975936385,33.675577239889215,52.275600505689,0,0,0,0,0,42.610896483634804,False,
Heritage Foods Limited,Manufacturing,1.0,0.8125,,0.0,0.8266,1.0,0.6666666666666666,1.0,0.5,0.0,0.15235,0.0,1.0,34.89254108723135,85.39823008849558,,0.0,41.340075853350186,23.794416243654823,40.202275600505686,18.63753213367609,60.93552465233881,38.91752577319588,77.24399494310998,63.93775372124493,16.56131479140329,37.085052654546395,39.67321453992912,70.59087433217746,16.56131479140329,0,0,0,0,0,40.964408779760696,False,
Hero MotoCorp Limited,Manufacturing,1.0,0.25,0.0003089090144317076,0.35,0.45955,0.9998,0.5267000000000001,0.75,0.5,0.015873015873015872,0.515,3.5934052262244593e-12,1.0,34.89254108723135,20.606826801517066,75.89285714285714,75.22123893805309,79.89886219974716,47.71573604060914,50.31605562579014,72.17223650385604,60.93552465233881,94.58762886597938,28.31858407079646,19.756427604871448,16.56131479140329,55.7046770350025,69.50286141199109,24.037505837833955,16.56131479140329,0,0,0,0,0,51.869629663013306,False,
