NameOfTheCompany,Sector,P3_1_raw,P3_2_raw,P3_3_raw,P3_4_raw,P3_5_raw,P3_6_raw,P5_1_raw,P5_2_raw,P5_3_raw,P5_4_raw,P8_1_raw,P8_2_raw,P9_1_raw,P3_1_score,P3_2_score,P3_3_score,P3_4_score,P3_5_score,P3_6_score,P5_1_score,P5_2_score,P5_3_score,P5_4_score,P8_1_score,P8_2_score,P9_1_score,P3_composite,P5_composite,P8_composite,P9_composite,fatality_flag,flag_A,flag_B,flag_C,flag_D,social_quant_score,global_scored,final_social_score
Brigade Enterprises Limited,Accommodation and Food Service Activities,1.0,0.625,0.0015036925872102206,0.0,1.0,0.497,0.5939333333333333,0.8422317813765182,0.5,0.0,0.65,0.0,0.6666666666666666,34.750859106529205,,,0.0,10.094501718213053,,,,,36.75699300699301,,65.6221198156682,,14.94845360824742,,65.6221198156682,90.0,0,0,0,0,1,38.188768331767996,True,
Imagicaaworld Entertainment Limited,Accommodation and Food Service Activities,1.0,0.625,0.013771735301752972,0.45,1.0,0.917,0.6666666666666666,0.897734328358209,1.0,0.0,0.6515,0.0,1.0,34.750859106529205,,,,10.094501718213053,,,,16.108247422680407,36.75699300699301,,65.6221198156682,13.745704467353946,,26.432620214836707,65.6221198156682,13.745704467353946,0,0,0,0,0,34.11550915713078,True,
Jaiprakash Associates Limited,Accommodation and Food Service Activities,0.74685,0.27127500000000004,0.0003426668622937307,21.02,0.36605,1.0,0.16898333333333335,0.9181899637165658,0.5,0.0,0.298,0.0,1.0,,,,90.0,,57.795004306632215,,,,36.75699300699301,,65.6221198156682,13.745704467353946,90.0,,65.6221198156682,13.745704467353946,1,0,0,0,0,72.64290526013173,True,
KCP LIMITED,Accommodation and Food Service Activities,1.0,0.5,1.2998366576943427e-10,0.0,0.70435,0.8184,0.01618333333333333,0.6623333333333333,1.0,0.0,0.0,0.0,0.0,34.750859106529205,,,0.0,,,,,16.108247422680407,36.75699300699301,10.738831615120276,65.6221198156682,33.634020618556704,,26.432620214836707,38.18047571539424,33.634020618556704,0,0,0,0,0,30.56981749059609,True,
Mahindra Holidays & Resorts India Limited,Accommodation and Food Service Activities,1.0,1.0,0.001050000000073216,0.0,0.6572,0.7518,0.4646333333333333,0.9084069464851564,0.5,0.02564102564102564,0.225,4.2028427669903655e-13,0.6666666666666666,34.750859106529205,61.29725085910653,,0.0,,,,,,,,,,32.01603665521191,,,,0,0,0,0,0,32.01603665521191,True,
Prestige Estates Projects Limited,Accommodation and Food Service Activities,1.0,0.982025,0.0035779008142082748,0.0,0.295,1.0,0.8333333333333334,0.9947715156619398,0.5,0.0,0.59,0.0,0.0,34.750859106529205,,,0.0,,57.795004306632215,,,,36.75699300699301,,65.6221198156682,33.634020618556704,30.84862113772047,90.0,65.6221198156682,33.634020618556704,0,0,1,0,0,57.04616848929409,True,
Sula Vineyards Limited,Accommodation and Food Service Activities,1.0,0.41725625,0.0027031382172075344,0.0,0.8713,0.8824,0.1028,1.0,0.0,0.0,0.275,2.2540173324619602e-17,1.0,34.750859106529205,,,0.0,,,,51.13438045375218,56.572164948453604,36.75699300699301,,,13.745704467353946,,90.0,,13.745704467353946,0,0,1,0,0,73.05460099274532,True,
The Indian Hotels Company Limited,Accommodation and Food Service Activities,1.0,0.25,0.0033007703598467177,7.13,0.72515,0.8354,0.5420833333333334,1.0,0.5,0.015978695073235686,0.57,0.0,1.0,34.750859106529205,,,,,,,51.13438045375218,,,,65.6221198156682,13.745704467353946,,,65.6221198156682,90.0,0,0,0,0,1,75.37327188940091,True,
Reliance Industrial Infrastructure Limited,Administrative and Support Service Activities,1.0,1.0,0.002865874340431713,0.0,0.4766,1.0,0.35136666666666666,0.0,1.0,0.0,0.6498999999999999,0.0,1.0,34.750859106529205,61.29725085910653,,0.0,,57.795004306632215,,58.55148342059337,16.108247422680407,36.75699300699301,,65.6221198156682,13.745704467353946,38.46077856806699,37.13890795008893,65.6221198156682,13.745704467353946,0,0,0,0,0,39.60081762884355,True,
SANGHVI MOVERS LIMITED,Administrative and Support Service Activities,1.0,0.75,0.0004692416757779046,0.0,0.9793499999999999,0.9119,0.5468000000000001,0.7314090909090909,1.0,0.0,0.3332,0.0,0.3333333333333333,34.750859106529205,,,0.0,,,,,16.108247422680407,36.75699300699301,,65.6221198156682,,,26.432620214836707,65.6221198156682,,0,0,0,0,0,38.18947009508615,True,
Delta Corp Limited,"Agriculture, Forestry and Fishing",1.0,1.0,0.0034531307896924785,0.0,0.2401,0.6182,0.0,1.0,0.0,0.00487012987012987,0.545,0.0,0.0,34.750859106529205,61.29725085910653,,0.0,,,39.003436426116835,51.13438045375218,56.572164948453604,,,65.6221198156682,33.634020618556704,32.01603665521191,48.90332727610754,65.6221198156682,33.634020618556704,0,0,0,0,0,43.129299242928305,True,
Petronet LNG Ltd (‘PLL’ or ‘the company’),"Arts, Entertainment and Recreation",1.0,0.25,0.004071135118707186,0.0,1.0,1.0,1.0,0.8367205849896884,1.0,0.0,0.0,1.9870589970938326e-12,0.0,34.750859106529205,,,0.0,10.094501718213053,57.795004306632215,33.46219931271477,,16.108247422680407,36.75699300699301,10.738831615120276,,33.634020618556704,25.660091282843617,28.775813247462725,10.738831615120276,33.634020618556704,0,0,0,0,0,25.30979795387311,True,
AJMERA REALTY & INFRA INDIA LIMITED,Construction,1.0,1.0,,0.0,1.0,1.0,0.3961166666666667,1.0,0.0,0.0,0.5900000000000001,0.0,0.0,30.555555555555557,91.66666666666666,,0.0,11.111111111111114,18.055555555555557,55.55555555555556,16.17647058823529,86.11111111111111,42.64705882352941,25.0,60.9375,63.88888888888889,30.27777777777777,50.122549019607845,42.96875,63.88888888888889,0,0,0,0,0,42.48820465686275,False,
ASHIANA HOUSING LIMITED,Construction,0.9231,0.9231,,0.0,0.30915000000000004,0.0,0.3333333333333333,1.0,0.5,0.020833333333333332,0.3562,,0.0,66.66666666666667,80.55555555555556,,0.0,88.88888888888889,93.05555555555556,61.11111111111111,16.17647058823529,58.33333333333333,97.05882352941177,80.55555555555556,,63.88888888888889,65.83333333333334,58.16993464052287,80.55555555555556,63.88888888888889,0,0,0,0,0,65.16503267973857,False,
ASHOKA BUILDCON LIMITED,Construction,1.0,0.25,0.0004684045768060765,0.0,0.973,1.0,1.0,0.6903558643925037,1.0,0.0,0.5001,0.0,0.0,30.555555555555557,23.61111111111111,56.666666666666664,0.0,25.0,18.055555555555557,2.7777777777777857,88.23529411764706,16.666666666666657,42.64705882352941,50.0,60.9375,63.88888888888889,25.648148148148152,37.58169934640523,55.46875,63.88888888888889,0,0,0,0,0,38.12205541938998,False,
Anant Raj Limited,Construction,0.0,0.0,,0.0,0.29905000000000004,0.7451,0.0,1.0,0.0,0.0,0.565,0.0,1.0,94.44444444444444,5.555555555555555,,0.0,91.66666666666667,72.22222222222223,90.27777777777777,16.17647058823529,86.11111111111111,42.64705882352941,36.111111111111114,60.9375,6.944444444444443,52.777777777777786,58.803104575163395,48.52430555555556,6.944444444444443,0,0,0,0,0,49.665287990196084,False,
Dilip Buildcon Limited,Construction,1.0,0.5,0.0006128695748457441,1.83,0.48019999999999996,1.0,0.9501499999999999,1.0,0.5,0.0,0.6662,0.0,0.0,30.555555555555557,41.66666666666667,46.666666666666664,91.66666666666666,80.55555555555556,18.055555555555557,8.333333333333343,16.17647058823529,58.33333333333333,42.64705882352941,11.111111111111114,60.9375,63.88888888888889,90.0,31.372549019607845,36.02430555555556,63.88888888888889,1,0,0,0,0,58.77292687908498,False,
GE T&D India Limited,Construction,1.0,0.5625,0.003950000000124688,0.31,1.0,1.0,0.8333333333333334,0.7612888555917784,1.0,0.018518518518518517,0.082,0.0,0.3333333333333333,30.555555555555557,50.0,6.666666666666671,72.22222222222221,11.111111111111114,18.055555555555557,20.833333333333343,73.52941176470588,16.666666666666657,94.11764705882352,91.66666666666667,60.9375,25.0,31.43518518518519,51.28676470588235,76.30208333333334,25.0,0,0,0,0,0,44.469754221132895,False,
GMR Airports Infrastructure Limited,Construction,1.0,0.25,0.0025000000000285566,0.0,0.63755,1.0,1.0,0.7002020393877242,1.0,0.0039011703511053317,0.57205,1.087890196651802e-11,0.0,30.555555555555557,23.61111111111111,13.333333333333329,0.0,55.55555555555556,18.055555555555557,2.7777777777777857,82.35294117647058,16.666666666666657,88.23529411764706,30.555555555555557,18.75,63.88888888888889,23.51851851851852,47.50816993464052,24.65277777777778,63.88888888888889,0,0,0,0,0,36.12207244008715,False,
Ganesh Housing Corporation Limited,Construction,0.0,0.0,,0.0,1.0,0.884,0.3333333333333333,0.6267000692004684,1.0,0.0,0.625,,0.0,94.44444444444444,5.555555555555555,,0.0,11.111111111111114,50.0,61.11111111111111,91.17647058823529,16.666666666666657,42.64705882352941,22.222222222222214,,63.88888888888889,32.22222222222222,52.90032679738562,22.222222222222214,63.88888888888889,0,0,0,0,0,41.12622549019608,False,
Godrej Properties Limited,Construction,1.0,1.0,0.0013635,0.03,0.7327,0.7775,0.25279999999999997,0.7185472125038712,0.5,0.005928853754940711,0.79,0.000538715,1.0,30.555555555555557,91.66666666666666,30.0,90.0,41.666666666666664,69.44444444444444,66.66666666666667,76.47058823529412,58.33333333333333,91.17647058823529,0.0,0.0,6.944444444444443,90.0,73.16176470588235,0.0,6.944444444444443,1,0,0,0,0,62.30106209150326,False,
HFCL Limited,Construction,1.0,0.25,0.0008500000000233153,0.0,0.34305,0.9142,0.4596,1.0,0.0,0.0,0.305,0.0,1.0,30.555555555555557,23.61111111111111,36.66666666666667,0.0,83.33333333333334,41.666666666666664,52.77777777777778,16.17647058823529,86.11111111111111,42.64705882352941,83.33333333333334,60.9375,6.944444444444443,35.97222222222222,49.4281045751634,72.13541666666667,6.944444444444443,0,0,0,0,0,43.20348243464052,False,
Harsha Engineers International Limited,Construction,0.5478,0.17279999999999995,1.2265750121466233e-05,0.0,0.48685,0.8205,0.10556666666666666,0.9067505222841226,0.3,0.0,0.43095,0.0,0.0,83.33333333333334,13.88888888888889,90.0,0.0,77.77777777777777,61.11111111111111,77.77777777777777,52.94117647058824,72.22222222222223,42.64705882352941,66.66666666666667,60.9375,63.88888888888889,54.35185185185185,61.39705882352941,63.802083333333336,63.88888888888889,0,0,0,0,0,59.18891271786492,False,
IRB Infrastructure Developers Limited,Construction,0.6975,0.015449999999999964,0.00017069507032819786,0.0,0.66635,0.8132,0.55245,1.0,0.5,0.0,0.5,0.0,0.0,77.77777777777777,11.11111111111111,76.66666666666667,0.0,50.0,63.88888888888889,38.888888888888886,16.17647058823529,58.33333333333333,42.64705882352941,56.94444444444444,60.9375,63.88888888888889,46.574074074074076,39.01143790849673,58.94097222222222,63.88888888888889,0,0,0,0,0,47.513667619825696,False,
ISGEC Heavy Engineering Limited,Construction,0.79115,0.602125,0.0005000000000102851,2.7,0.5653999999999999,0.8938,0.1667833333333333,0.8241798851595699,0.5,0.0,0.566,0.0,0.6666666666666666,72.22222222222223,52.77777777777778,50.0,94.44444444444444,61.11111111111111,47.22222222222222,75.0,64.70588235294117,58.33333333333333,42.64705882352941,33.33333333333334,60.9375,18.055555555555557,62.96296296296296,60.171568627450974,47.13541666666667,18.055555555555557,0,0,0,0,0,55.12110226034858,False,
ITD Cementation India Limited,Construction,1.0,0.75,0.00026172110288304293,0.12,0.6434,0.8118,0.037566666666666665,0.9819730161772634,1.0,0.0,0.57625,0.0,0.0,30.555555555555557,72.22222222222221,73.33333333333333,90.0,52.77777777777778,66.66666666666667,80.55555555555556,44.11764705882353,16.666666666666657,42.64705882352941,27.777777777777786,60.9375,63.88888888888889,90.0,45.99673202614379,44.35763888888889,63.88888888888889,1,0,0,0,0,65.14139093137256,False,
KEI INDUSTRIES LIMITED,Construction,1.0,0.5420375,0.00037524039013765985,1.36,0.79575,0.9571,1.0,0.9339196682011384,0.825,0.0,0.4818,0.0,0.6666666666666666,30.555555555555557,44.44444444444444,70.0,86.11111111111111,38.888888888888886,38.888888888888886,2.7777777777777857,50.0,38.888888888888886,42.64705882352941,63.88888888888889,60.9375,18.055555555555557,51.48148148148149,33.57843137254902,62.41319444444444,18.055555555555557,0,0,0,0,0,43.51257829520697,False,
KPI GREEN ENERGY LIMITED,Construction,1.0,0.8125,6.17969776034844e-05,0.0,0.3387,0.4621,0.5443333333333333,0.9887610823637981,1.0,0.0,0.5375,0.0,0.0,30.555555555555557,77.77777777777779,83.33333333333334,90.0,86.11111111111111,83.33333333333334,41.666666666666664,41.17647058823529,16.666666666666657,42.64705882352941,44.44444444444444,60.9375,63.88888888888889,90.0,35.53921568627451,52.69097222222222,63.88888888888889,1,0,0,0,0,62.731260212418306,False,
Larsen & Toubro Limited,Construction,1.0,0.39790000000000003,0.003673074249509945,0.07,0.71765,0.912,0.8433666666666667,0.6927312380833467,0.69,0.0006737031214911295,0.38,1.6635527863122876e-07,0.0,30.555555555555557,38.88888888888889,10.0,90.0,44.44444444444444,44.44444444444444,11.111111111111114,85.29411764705883,44.44444444444444,85.29411764705883,77.77777777777777,6.25,63.88888888888889,90.0,56.535947712418306,42.013888888888886,63.88888888888889,1,0,0,0,0,68.47855392156863,False,
Linde India Limited,Construction,1.0,0.25,0.0007154702161169857,0.19,0.58475,1.0,0.6638166666666666,0.4518946749229923,0.9,0.027777777777777776,0.425,1.6613334382877068e-11,0.3333333333333333,30.555555555555557,23.61111111111111,40.0,66.66666666666666,58.33333333333333,18.055555555555557,33.33333333333334,94.11764705882354,36.111111111111114,100.0,72.22222222222223,15.625,25.0,39.53703703703703,65.890522875817,43.923611111111114,25.0,0,0,0,0,0,47.965039488017425,False,
MACROTECH DEVELOPERS LIMITED,Construction,1.0,1.0,0.0003815942168106164,0.049,0.6899500000000001,0.8834,0.8333333333333334,1.0,0.8149999999999998,0.0,0.6415,0.0,0.0,30.555555555555557,91.66666666666666,66.66666666666667,58.33333333333333,47.22222222222222,52.77777777777778,20.833333333333343,16.17647058823529,41.666666666666664,42.64705882352941,13.888888888888886,60.9375,63.88888888888889,57.870370370370374,30.33088235294118,37.41319444444444,63.88888888888889,0,0,0,0,0,45.764825027233115,False,
Mahindra Lifespace Developers Limited,Construction,1.0,0.625,0.014070746630080695,0.0,1.0,1.0,0.8333333333333334,0.7105244348019862,1.0,0.0,0.4,0.0,0.3333333333333333,30.555555555555557,59.72222222222222,0.0,0.0,11.111111111111114,18.055555555555557,20.833333333333343,79.41176470588235,16.666666666666657,42.64705882352941,75.0,60.9375,25.0,19.90740740740741,39.88970588235294,67.96875,25.0,0,0,0,0,0,34.61967252178649,False,
Man Infraconstruction Limited,Construction,1.0,0.625,0.0010641829962793757,0.99,0.8718,1.0,0.8333333333333334,0.8088235294117647,1.0,0.0,0.6386000000000001,0.0,0.0,30.555555555555557,59.72222222222222,33.33333333333334,83.33333333333333,36.111111111111114,18.055555555555557,20.833333333333343,67.64705882352942,16.666666666666657,42.64705882352941,16.666666666666657,60.9375,63.88888888888889,43.518518518518526,36.94852941176471,38.80208333333333,63.88888888888889,0,0,0,0,0,42.54859409041394,False,
NATIONAL STANDARD (INDIA) LIMITED,Construction,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,94.44444444444444,5.555555555555555,,0.0,97.22222222222223,93.05555555555556,90.27777777777777,,86.11111111111111,,95.83333333333333,,63.88888888888889,58.05555555555556,90.0,95.83333333333333,63.88888888888889,0,0,1,0,0,75.4861111111111,False,
Nelco Limited,Construction,1.0,1.0,0.0018385214068281249,0.0,1.0,1.0,0.5,0.9022515018316606,1.0,0.0,0.5,4.375e-11,0.0,30.555555555555557,91.66666666666666,20.0,0.0,11.111111111111114,18.055555555555557,48.611111111111114,61.76470588235294,16.666666666666657,42.64705882352941,56.94444444444444,9.375,63.88888888888889,28.56481481481482,42.42238562091503,33.15972222222222,63.88888888888889,0,0,0,0,0,37.63660811546841,False,
Nirlon Limited,Construction,0.33335,0.33335,0.0003993456360468427,0.0,1.0,1.0,0.0,,0.0,,0.5,0.0,0.0,88.88888888888889,33.33333333333333,63.333333333333336,0.0,11.111111111111114,18.055555555555557,90.27777777777777,,86.11111111111111,,56.94444444444444,60.9375,63.88888888888889,35.78703703703704,90.0,58.94097222222222,63.88888888888889,0,0,1,0,0,61.044849537037024,False,
PNC Infratech Limited,Construction,0.54735,0.54735,4.195874839781199e-05,0.28,0.9633499999999999,1.0,0.5,1.0,1.0,0.0,0.5344,9.138617338766857e-12,0.0,86.11111111111111,47.22222222222222,86.66666666666667,90.0,27.777777777777786,18.055555555555557,48.611111111111114,16.17647058823529,16.666666666666657,42.64705882352941,47.22222222222222,21.875,63.88888888888889,90.0,31.025326797385617,34.548611111111114,63.88888888888889,1,0,0,0,0,58.43004493464052,False,
PSP Projects Limited,Construction,0.8205,0.633,0.0006683669949926515,0.0,0.53915,0.5079,0.6666666666666666,1.0,0.0,0.0,0.54665,0.0,0.0,69.44444444444444,66.66666666666666,43.333333333333336,90.0,69.44444444444444,80.55555555555556,30.555555555555557,16.17647058823529,86.11111111111111,42.64705882352941,38.888888888888886,60.9375,63.88888888888889,90.0,43.872549019607845,49.91319444444444,63.88888888888889,1,0,0,0,0,65.2312602124183,False,
Patel Engineering Limited,Construction,1.0,0.625,0.0021733715409621266,0.56,1.0,1.0,0.53635,1.0,0.5,0.0,0.225,0.0,1.0,30.555555555555557,59.72222222222222,16.666666666666657,90.0,11.111111111111114,18.055555555555557,44.44444444444444,16.17647058823529,58.33333333333333,42.64705882352941,88.88888888888889,60.9375,6.944444444444443,90.0,90.0,74.91319444444444,6.944444444444443,1,0,1,0,0,79.43142361111111,False,
Power Mech Projects Limited,Construction,0.6209,0.1834,1.8968040084149122e-11,0.0,1.0,1.0,0.8333333333333334,0.9727837625159417,1.0,0.0,0.675,0.0,0.0,80.55555555555556,16.666666666666664,93.33333333333333,0.0,11.111111111111114,18.055555555555557,20.833333333333343,47.05882352941176,16.666666666666657,42.64705882352941,5.555555555555557,60.9375,63.88888888888889,36.620370370370374,31.801470588235297,33.24652777777778,63.88888888888889,0,0,0,0,0,37.15453090958606,False,
RAMKY INFRASTRUCTURE LIMITED,Construction,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.9898194459224575,0.5,0.0,0.54115,0.0,0.0,30.555555555555557,91.66666666666666,96.66666666666667,0.0,75.0,18.055555555555557,61.11111111111111,38.23529411764706,58.33333333333333,42.64705882352941,41.666666666666664,60.9375,63.88888888888889,51.99074074074074,50.08169934640522,51.30208333333333,63.88888888888889,0,0,0,0,0,52.40909245642702,False,
Rail Vikas Nigam Limited,Construction,1.0,1.0,0.0040189167593637914,0.0,0.1663,0.0635,0.0,0.7917292480224292,0.5,0.0,0.6759,0.0001309178695473253,1.0,30.555555555555557,91.66666666666666,3.3333333333333286,0.0,94.44444444444444,86.11111111111111,90.27777777777777,70.58823529411765,58.33333333333333,42.64705882352941,2.7777777777777857,3.125,6.944444444444443,51.01851851851851,90.0,2.951388888888893,6.944444444444443,0,1,0,0,0,53.04456018518518,False,
SEPC Limited,Construction,1.0,0.625,0.0004675540106434209,0.0,0.5481,0.8821,0.23133333333333336,0.9923273657289002,0.5,0.0,0.5,0.0,0.0,30.555555555555557,59.72222222222222,60.0,0.0,66.66666666666667,55.55555555555556,72.22222222222223,35.294117647058826,58.33333333333333,42.64705882352941,56.94444444444444,60.9375,63.88888888888889,45.416666666666664,52.12418300653595,58.94097222222222,63.88888888888889,0,0,0,0,0,51.640165441176464,False,
SKIPPER LIMITED,Construction,1.0,0.375,0.0015636285539692807,1.43,0.9248000000000001,0.6827,0.8333333333333334,1.0,0.0,0.0,0.4289,0.0,0.0,30.555555555555557,36.11111111111111,26.66666666666667,90.0,33.33333333333334,75.0,20.833333333333343,16.17647058823529,86.11111111111111,42.64705882352941,69.44444444444444,60.9375,63.88888888888889,90.0,41.44199346405229,65.19097222222223,63.88888888888889,1,0,0,0,0,66.67223243464052,False,
Salasar Techno Engineering Limited,Construction,0.74195,0.2917125,0.00010274629939560043,0.35,0.9613,0.8621,0.6589833333333334,1.0,1.0,0.0,0.67055,1.7962720087183523e-11,0.0,75.0,30.555555555555557,80.0,90.0,30.555555555555557,58.33333333333333,36.111111111111114,16.17647058823529,16.666666666666657,42.64705882352941,8.333333333333343,12.5,63.88888888888889,90.0,27.900326797385617,10.416666666666671,63.88888888888889,1,0,0,0,0,53.71650326797385,False,
Sobha Limited,Construction,1.0,0.8056875,0.0015708935435379248,4.0,0.5643,0.0,0.0,0.9061195861827108,0.0,0.0,0.0,0.0,0.0,30.555555555555557,75.0,23.33333333333333,97.22222222222221,63.88888888888889,93.05555555555556,90.27777777777777,55.88235294117647,86.11111111111111,42.64705882352941,95.83333333333333,60.9375,63.88888888888889,63.84259259259259,68.72957516339869,78.38541666666666,63.88888888888889,0,0,0,0,0,67.73908973311546,False,
Sunteck Realty Ltd,Construction,1.0,1.0,,0.34,1.0,0.6065,0.23853333333333335,0.9028203389830508,0.0,0.0,0.6375,,0.0,30.555555555555557,91.66666666666666,,75.0,11.111111111111114,77.77777777777777,69.44444444444444,58.82352941176471,86.11111111111111,42.64705882352941,19.444444444444443,,63.88888888888889,57.222222222222214,64.25653594771242,19.444444444444443,63.88888888888889,0,0,0,0,0,54.68423202614379,False,
THE INDIAN HUME PIPE COMPANY LIMITED,Construction,0.96665,0.71665,0.0004819059680610823,0.0,0.50005,0.0,0.0,0.02533959633035914,1.0,0.0,0.255,0.0,1.0,63.88888888888889,69.44444444444444,53.333333333333336,0.0,72.22222222222223,93.05555555555556,90.27777777777777,97.05882352941177,16.666666666666657,42.64705882352941,86.11111111111111,60.9375,6.944444444444443,58.65740740740741,61.662581699346404,73.52430555555556,6.944444444444443,0,0,0,0,0,56.76795683551199,False,
APTECH LIMITED,Education,1.0,1.0,,0.0,0.51715,0.7546,0.5,0.977912499110013,0.5,0.0,0.0,,0.0,34.750859106529205,61.29725085910653,,0.0,,,,,,36.75699300699301,10.738831615120276,,33.634020618556704,32.01603665521191,,10.738831615120276,90.0,0,0,0,0,1,36.026522160542775,True,
Ador Welding Limited,Education,1.0,0.81311875,0.0005225031674773756,0.0,0.27165,0.9109,0.0,0.9641179531656549,0.5,0.0,0.625,0.0,1.0,34.750859106529205,,,0.0,,,39.003436426116835,,,36.75699300699301,,65.6221198156682,13.745704467353946,,37.88021471655492,65.6221198156682,13.745704467353946,0,0,0,0,0,40.7932726164664,True,
KOVAI MEDICAL CENTER AND HOSPITAL LIMITED,Education,0.91275,0.56355,,0.0,1.0,1.0,0.6666666666666666,0.971318213398821,1.0,0.0,0.05095,0.0,0.0,,,,0.0,10.094501718213053,57.795004306632215,,,16.108247422680407,36.75699300699301,,65.6221198156682,33.634020618556704,22.62983534161509,26.432620214836707,65.6221198156682,33.634020618556704,0,0,0,0,0,31.510071246044784,True,
Mahindra EPC Irrigation Limited,Education,1.0,0.5,,0.0,0.6767,1.0,0.0,0.8364796546304887,0.5,0.0,0.28375,0.0,1.0,34.750859106529205,,,0.0,,57.795004306632215,39.003436426116835,,,36.75699300699301,,65.6221198156682,13.745704467353946,30.84862113772047,37.88021471655492,65.6221198156682,13.745704467353946,0,0,0,0,0,36.81541202496803,True,
NIIT Limited,Education,1.0,0.75413125,,0.0,0.219,0.9373,0.27771666666666667,0.9859154929577465,0.5843,0.0,0.59705,,0.0,34.750859106529205,,,0.0,,,,,,36.75699300699301,,,33.634020618556704,,,,33.634020618556704,0,0,0,0,0,33.634020618556704,True,
VERANDA LEARNING SOLUTIONS LIMITED,Education,0.56085,0.56085,,0.0,0.0,0.0,0.5,0.5449472609731201,0.5,0.0,0.06805,,0.0,,,,0.0,10.094501718213053,87.42463393626184,,,,36.75699300699301,,,33.634020618556704,32.50637855149163,90.0,,33.634020618556704,0,0,1,0,0,56.3128864499439,True,
Zen Technologies Limited,Education,1.0,0.625,,0.0,0.92255,0.5264,0.6666666666666666,1.0,1.0,0.0,0.59195,0.0,0.6666666666666666,34.750859106529205,,,0.0,,,,51.13438045375218,16.108247422680407,36.75699300699301,,65.6221198156682,,,34.6665402944752,65.6221198156682,,0,0,0,0,0,43.95321415083309,True,
ADANI POWER LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.8585499999999999,0.005339207829668416,0.15,0.851,0.9289,0.11381666666666668,0.5833333333333334,1.0,0.024390243902439025,0.32215000000000005,4.827353276661422e-05,0.0,35.41666666666666,91.66666666666666,21.73913043478261,90.0,29.166666666666657,62.5,54.16666666666667,95.83333333333333,16.666666666666657,100.0,75.0,0.0,70.83333333333333,90.0,66.66666666666666,37.5,70.83333333333333,1,0,0,0,0,72.04166666666666,False,
Avanti Feeds Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.5,0.0010604999999999998,0.0,0.9285,1.0,0.9073000000000001,0.8227848101265823,0.5,0.0,0.19,0.0,1.0,35.41666666666666,56.25,47.82608695652174,0.0,8.333333333333343,25.0,12.5,75.0,54.16666666666667,35.41666666666667,87.5,71.73913043478261,12.5,28.804347826086957,44.27083333333334,79.61956521739131,12.5,0,0,0,0,0,40.20946557971015,False,
Bajaj Hindusthan Sugar Limited,"Electricity, Gas, Steam and Air Conditioning Supply",0.0286,0.0,0.22383790554381047,1.303,0.020050000000000002,0.8545,0.0,1.0,0.0,0.0,0.95,0.0,0.0,95.83333333333333,8.333333333333332,0.0,90.0,91.66666666666667,75.0,85.41666666666667,18.75,85.41666666666667,35.41666666666667,4.166666666666657,71.73913043478261,70.83333333333333,90.0,56.25,37.95289855072463,70.83333333333333,1,0,0,0,0,68.46376811594203,False,
Balrampur Chini Mills Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.44000624999999993,0.001281601071357562,0.57,0.62085,0.9497,0.8588,0.9946821969613454,0.5,0.0,1.0,3.688587505431353e-11,1.0,35.41666666666666,50.0,39.13043478260869,90.0,54.16666666666667,58.33333333333333,16.666666666666657,41.666666666666664,54.16666666666667,35.41666666666667,0.0,17.391304347826093,12.5,90.0,36.97916666666667,8.695652173913047,12.5,1,0,0,0,0,51.497056159420296,False,
Bhageria Industries Limited,"Electricity, Gas, Steam and Air Conditioning Supply",0.32735,0.13984999999999997,0.0,0.0,0.7033,0.0,0.0,1.0,0.0,0.0,0.47500000000000003,0.0,1.0,91.66666666666667,20.833333333333336,93.47826086956522,0.0,45.833333333333336,95.83333333333333,85.41666666666667,18.75,85.41666666666667,35.41666666666667,66.66666666666667,71.73913043478261,12.5,57.940821256038646,56.25,69.20289855072464,12.5,0,0,0,0,0,54.494263285024154,False,
CESC Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,1.0,0.0031007508732660313,1.3,0.4637,0.279,0.054233333333333335,0.651927764199759,0.5141,0.0019342359767891683,0.5168,0.0,0.0,35.41666666666666,97.91666666666666,34.78260869565217,75.0,75.0,87.5,62.5,79.16666666666666,37.5,79.16666666666666,54.16666666666667,71.73913043478261,70.83333333333333,67.60265700483092,64.58333333333333,62.95289855072464,70.83333333333333,0,0,0,0,0,66.17149758454106,False,
DCM Shriram Limited,"Electricity, Gas, Steam and Air Conditioning Supply",0.8769,0.15473749999999997,0.0005596704489868216,0.09,0.5743,1.0,1.0,0.8982035928143712,1.0,0.0016207455429497568,0.485,2.685552483383407e-12,1.0,75.0,25.0,56.52173913043478,90.0,58.33333333333333,25.0,4.166666666666657,54.16666666666667,16.666666666666657,75.0,62.5,30.434782608695656,12.5,90.0,37.5,46.46739130434783,12.5,1,0,0,0,0,57.34510869565217,False,
