Rank,Company,SS,AS,CCS,OES,RTS,TOS
951,sula_vineyards_ltd_2023_2024,0.2276,1.0,0.3333,0.0,0.0,0.2902
952,pricol_ltd_2023_2024,0.2437,1.0,0.1111,0.0,0.5,0.2887
953,tgv_sraac_ltd_2023_2024,0.1202,0.0,0.3333,0.7,0.0,0.2884
954,black_rose_industries_ltd_2023_2024,0.1086,0.6667,0.4444,0.0,0.5,0.2883
955,tvs_holdings_ltd_2023_2024,0.2404,1.0,0.1111,0.0,0.5,0.2879
956,jubilant_pharmova_ltd_2023_2024,0.2404,1.0,0.1111,0.0,0.5,0.2879
957,linde_india_limited_2023_2024,0.1398,0.0,0.1111,0.7,0.5,0.2877
958,dcm_shriram_industries_ltd_2023_2024,0.1108,0.0,0.3333,0.7,0.0,0.286
959,ttk_prestige_ltd_2023_2024,0.1285,0.7667,0.5556,0.0,0.0,0.286
960,technocraft_industries_india_ltd_2023_2024,0.1202,0.6667,0.2222,0.0,1.0,0.2856
961,anupam_rasayan_india_ltd_2023_2024,0.0975,0.6667,0.4444,0.0,0.5,0.2855
962,cello_world_ltd_2023_2024,0.0975,0.6667,0.4444,0.0,0.5,0.2855
963,gallantt_ispat_ltd_2023_2024,0.1082,0.0,0.3333,0.7,0.0,0.2854
964,bf_investment_ltd_2023_2024,0.1398,0.0,0.0,1.0,0.0,0.285
965,dalmia_bharat_ltd_2023_2024,0.1006,0.0,0.3333,0.7,0.0,0.2835
966,irm_energy_ltd_2023_2024,0.1086,0.6667,0.2222,0.0,1.0,0.2827
967,aptech_ltd_2023_2024,0.1086,0.6667,0.2222,0.0,1.0,0.2827
968,anant_raj_limited_2023_2024,0.1949,1.0,0.3333,0.0,0.0,0.2821
969,rupa_company_ltd_2023_2024,0.1846,1.0,0.3333,0.0,0.0,0.2795
970,ingersollrand_india_ltd_2023_2024,0.1846,1.0,0.3333,0.0,0.0,0.2795
971,tanla_platforms_ltd_2023_2024,0.0947,0.6667,0.2222,0.0,1.0,0.2792
972,sundaramclayton_ltd_2023_2024,0.2924,1.0,0.2222,0.0,0.0,0.2787
973,indian_energy_exchange_ltd_2023_2024,0.0568,0.3333,0.5556,0.3,0.0,0.2781
974,maharashtra_seamless_ltd_2023_2024,0.0642,0.3333,0.4444,0.0,1.0,0.2772
975,shivalik_rasayan_ltd_2023_2024,0.1927,1.0,0.1111,0.0,0.5,0.276
976,mufin_green_finance_ltd_2023_2024,0.0474,0.0,0.5556,0.5,0.0,0.2757
977,dreamfolks_services_ltd_2023_2024,0.0569,0.3333,0.4444,0.0,1.0,0.2753
978,piccadily_agro_industries_ltd_2023_2024,0.3006,1.0,0.0,0.0,0.5,0.2751
979,tvs_supply_chain_solutions_ltd_2023_2024,0.0642,0.0,0.3333,0.5,0.5,0.2744
980,anjani_portland_cement_ltd_2023_2024,0.1642,1.0,0.3333,0.0,0.0,0.2744
981,xchanging_solutions_ltd_2023_2024,0.3854,1.0,0.1111,0.0,0.0,0.2741
982,archean_chemical_industries_ltd_2023_2024,0.2714,1.0,0.2222,0.0,0.0,0.2734
983,kovai_medical_center_hospital_ltd_2023_2024,0.1709,0.6667,0.2222,0.3,0.0,0.2733
984,caplin_point_laboratories_ltd_2023_2024,0.1595,1.0,0.3333,0.0,0.0,0.2732
985,navneet_education_limited_2023_2024,0.1564,1.0,0.3333,0.0,0.0,0.2724
986,udaipur_cement_works_ltd_2023_2024,0.1553,0.6667,0.3333,0.0,0.5,0.2722
987,vst_industries_ltd_2023_2024,0.1553,0.6667,0.3333,0.0,0.5,0.2722
988,vipindustries_ltd_2023_2024,0.1553,0.6667,0.3333,0.0,0.5,0.2722
989,responsive_industries_ltd_2023_2024,0.0642,0.0,0.2222,0.8,0.0,0.2716
990,bhansali_engineering_polymers_ltd_2023_2024,0.2606,1.0,0.2222,0.0,0.0,0.2707
991,united_breweries_ltd_2023_2024,0.2595,1.0,0.2222,0.0,0.0,0.2704
992,himatsingka_seide_ltd_2023_2024,0.1421,1.0,0.3333,0.0,0.0,0.2689
993,fdc_ltd_2023_2024,0.1202,0.6667,0.5556,0.0,0.0,0.2689
994,imagicaaworld_entertainment_ltd_2023_2024,0.1395,0.6667,0.3333,0.0,0.5,0.2682
995,creditaccess_grameen_ltd_2023_2024,0.1395,0.6667,0.3333,0.0,0.5,0.2682
996,dcb_bank_limited_2023_2024,0.1395,0.6667,0.3333,0.0,0.5,0.2682
997,rishabh_instruments_ltd_2023_2024,0.1553,0.6667,0.1111,0.0,1.0,0.2666
998,medicamen_biotech_ltd_2023_2024,0.1285,0.6667,0.3333,0.0,0.5,0.2655
999,sumitomo_chemical_india_ltd_2023_2024,0.233,1.0,0.2222,0.0,0.0,0.2638
1000,vishnu_prakash_r_punglia_ltd_2023_2024,0.1202,0.6667,0.3333,0.0,0.5,0.2634
1001,sirca_paints_india_ltd_2023_2024,0.1202,0.6667,0.3333,0.0,0.5,0.2634
1002,maharashtra_scooters_ltd_2023_2024,0.0947,0.6667,0.5556,0.0,0.0,0.2626
1003,kokuyo_camlin_ltd_2023_2024,0.25,0.6667,0.0,0.0,1.0,0.2625
1004,apollo_tyres_ltd_2023_2024,0.2254,1.0,0.2222,0.0,0.0,0.2619
1005,honda_india_power_products_ltd_2023_2024,0.1138,0.6667,0.3333,0.0,0.5,0.2618
1006,neogen_chemicals_ltd_2023_2024,0.1086,0.6667,0.3333,0.0,0.5,0.2605
1007,ge_power_india_ltd_2023_2024,0.2404,1.0,0.0,0.0,0.5,0.2601
1008,jupiter_life_line_hospitals_ltd_2023_2024,0.1398,0.0,0.0,0.7,0.5,0.26
1009,fineotex_chemical_ltd_2022_2023,0.1395,0.0,0.0,0.7,0.5,0.2599
1010,landmark_cars_ltd_2023_2024,0.1043,0.6667,0.3333,0.0,0.5,0.2594
1011,bharat_wire_ropes_ltd_2023_2024,0.1147,0.6667,0.2222,0.3,0.0,0.2592
1012,gujarat_fluorochemicals_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.5,0.2585
1013,muthoot_microfin_ltd_2023_2024,0.1086,0.0,0.2222,0.7,0.0,0.2577
1014,jayant_agroorganics_ltd_2021_2022,0.0902,0.6667,0.3333,0.0,0.5,0.2559
1015,nahar_capital_financial_services_ltd_2023_2024,0.1949,1.0,0.2222,0.0,0.0,0.2543
1016,mtar_technologies_ltd_2022_2023,0.1927,1.0,0.2222,0.0,0.0,0.2537
1017,sanmit_infra_limited_2023_2024,0.3018,1.0,0.1111,0.0,0.0,0.2532
1018,entero_healthcare_solutions_ltd_2023_2024,0.0543,0.3333,0.5556,0.0,0.5,0.2525
1019,chennai_petroleum_corporation_ltd_2023_2024,0.0601,0.0,0.4444,0.5,0.0,0.2511
1020,mahindra_logistics_ltd_2023_2024,0.1803,1.0,0.2222,0.0,0.0,0.2506
1021,rajnish_wellness_ltd_2023_2024,0.0777,0.0,0.2222,0.5,0.5,0.25
1022,gmbreweries_ltd_2022_2023,0.0777,0.0,0.2222,0.5,0.5,0.25
1023,mishra_dhatu_nigam_ltd_2023_2024,0.2844,1.0,0.1111,0.0,0.0,0.2489
1024,savita_oil_technologies_ltd_2023_2024,0.2844,1.0,0.1111,0.0,0.0,0.2489
1025,lt_technology_services_ltd_2023_2024,0.2844,1.0,0.1111,0.0,0.0,0.2489
1026,ambika_cotton_mills_ltd_2023_2024,0.0698,0.0,0.2222,0.5,0.5,0.248
1027,craftsman_automation_ltd_2023_2024,0.1709,0.6667,0.1111,0.3,0.0,0.2455
1028,gateway_distriparks_ltd_2023_2024,0.0,0.0,0.7778,0.0,0.5,0.2444
1029,nagarjuna_fertilizers_and_chemicals_ltd_2023_2024,0.1553,0.6667,0.2222,0.0,0.5,0.2444
1030,india_shelter_finance_corporation_ltd_2023_2024,0.125,0.3333,0.4444,0.0,0.5,0.2424
1031,monte_carlo_fashions_ltd_2023_2024,0.1202,0.6667,0.4444,0.0,0.0,0.2412
1032,federalmogul_goetze_india_ltd_2023_2024,0.1395,0.6667,0.2222,0.0,0.5,0.2404
1033,raj_rayon_industries_limited_2023_2024,0.25,0.6667,0.1111,0.0,0.5,0.2403
1034,fischer_medical_ventures_ltd_2023_2024,0.3607,1.0,0.0,0.0,0.0,0.2402
1035,rattanindia_power_limited_2023_2024,0.0155,0.0,0.4444,0.3,0.5,0.24
1036,ge_td_india_ltd_2023_2024,0.1138,0.6667,0.4444,0.0,0.0,0.2396
1037,mac_charles_india_ltd_2023_2024,0.1285,0.6667,0.2222,0.0,0.5,0.2377
1038,solara_active_pharma_sciences_ltd_2023_2024,0.1285,0.6667,0.2222,0.0,0.5,0.2377
1039,esaf_small_finance_bank_ltd_2023_2024,0.1285,0.6667,0.2222,0.0,0.5,0.2377
1040,action_construction_equipment_ltd_2023_2024,0.1043,0.6667,0.4444,0.0,0.0,0.2372
1041,dishman_carbogen_amcis_ltd_2023_2024,0.1043,0.6667,0.4444,0.0,0.0,0.2372
1042,media_matrix_worldwide_ltd_2023_2024,0.1202,0.6667,0.2222,0.0,0.5,0.2356
1043,prime_focus_ltd_2023_2024,0.1138,0.6667,0.2222,0.0,0.5,0.234
1044,zensar_technologies_ltd_2023_2024,0.0902,0.6667,0.4444,0.0,0.0,0.2337
1045,timken_india_ltd_2023_2024,0.1194,0.0,0.1111,0.7,0.0,0.2326
1046,kiocl_ltd_2023_2024,0.0777,0.0,0.3333,0.5,0.0,0.2278
1047,ptc_india_financial_services_ltd_2023_2024,0.1395,0.7667,0.1111,0.0,0.5,0.2277
1048,nacl_industries_ltd_2023_2024,0.0642,0.3333,0.4444,0.0,0.5,0.2272
1049,titagarh_rail_systems_ltd_2023_2024,0.0601,0.3333,0.4444,0.0,0.5,0.2261
1050,quint_digital_ltd_2023_2024,0.1927,1.0,0.1111,0.0,0.0,0.226
1051,suryoday_small_finance_bank_ltd_2023_2024,0.1285,0.7667,0.1111,0.0,0.5,0.2249
1052,westlife_foodworld_ltd_2023_2024,0.0543,0.3333,0.4444,0.0,0.5,0.2247
1053,cipla_ltd_2023_2024,0.0777,0.0,0.1111,0.5,0.5,0.2222
1054,dalmia_bharat_sugar_and_industries_ltd_2023_2024,0.0425,0.0,0.3333,0.5,0.0,0.2189
1055,kesoram_industries_ltd_2023_2024,0.1395,0.6667,0.3333,0.0,0.0,0.2182
1056,ujjivan_financial_services_ltd_2022_2023,0.1553,0.6667,0.1111,0.0,0.5,0.2166
1057,panacea_biotec_ltd_2023_2024,0.1285,0.6667,0.3333,0.0,0.0,0.2155
1058,gujarat_pipavav_port_ltd_2023_2024,0.1285,0.6667,0.3333,0.0,0.0,0.2155
1059,rane_holdings_ltd_2023_2024,0.1285,0.6667,0.3333,0.0,0.0,0.2155
1060,srf_ltd_2023_2024,0.1285,0.6667,0.3333,0.0,0.0,0.2155
1061,drreddys_laboratories_ltd_2023_2024,0.0487,0.0,0.1111,0.5,0.5,0.215
1062,saregama_india_ltd_2023_2024,0.125,0.3333,0.3333,0.0,0.5,0.2146
1063,fiem_industries_ltd_2023_2024,0.1202,0.6667,0.3333,0.0,0.0,0.2134
1064,sbi_cards_and_payment_services_ltd_2023_2024,0.1395,0.6667,0.1111,0.0,0.5,0.2127
1065,west_coast_paper_mills_ltd_2023_2024,0.1138,0.6667,0.3333,0.0,0.0,0.2118
1066,heubach_colorants_india_ltd_2023_2024,0.1138,0.6667,0.3333,0.0,0.0,0.2118
1067,tamilnadu_petroproducts_ltd_2023_2024,0.1138,0.6667,0.3333,0.0,0.0,0.2118
1068,latent_view_analytics_ltd_2023_2024,0.1138,0.6667,0.3333,0.0,0.0,0.2118
1069,quick_heal_technologies_ltd_2022_2023,0.0698,0.4333,0.1111,0.0,1.0,0.2102
1070,dhani_services_ltd_2023_2024,0.1285,0.6667,0.1111,0.0,0.5,0.2099
1071,syrma_sgs_technology_ltd_2023_2024,0.1285,0.6667,0.1111,0.0,0.5,0.2099
1072,indiabulls_housing_finance_ltd_2022_2023,0.1285,0.6667,0.1111,0.0,0.5,0.2099
1073,sarda_energy_minerals_ltd_2023_2024,0.1285,0.6667,0.1111,0.0,0.5,0.2099
1074,reliance_industries_ltd_2023_2024,0.1553,0.7667,0.2222,0.0,0.0,0.2094
1075,astral_ltd_2023_2024,0.1043,0.6667,0.3333,0.0,0.0,0.2094
1076,autoline_industries_ltd_2023_2024,0.125,0.3333,0.1111,0.0,1.0,0.209
1077,hemisphere_properties_india_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.0,0.2085
1078,pc_jeweller_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.0,0.2085
1079,ganesh_housing_corporation_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.0,0.2085
1080,aster_dm_healthcare_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.0,0.2085
1081,shivalik_bimetal_controls_ltd_2023_2024,0.1006,0.6667,0.3333,0.0,0.0,0.2085
1082,indiabulls_real_estate_ltd_2022_2023,0.1138,0.6667,0.1111,0.0,0.5,0.2062
1083,marksans_pharma_ltd_2023_2024,0.0902,0.6667,0.3333,0.0,0.0,0.2059
1084,mirza_international_ltd_2023_2024,0.0865,0.6667,0.3333,0.0,0.0,0.205
1085,naperol_investments_ltd_2023_2024,0.1086,0.6667,0.1111,0.0,0.5,0.2049
1086,just_dial_ltd_2023_2024,0.0642,0.3333,0.3333,0.0,0.5,0.1994
1087,sequent_scientific_ltd_2023_2024,0.0777,0.3333,0.1111,0.0,1.0,0.1972
1088,esab_india_ltd_2023_2024,0.0,0.0,0.7778,0.0,0.0,0.1944
1089,advanced_enzyme_technologies_ltd_2023_2024,0.0,0.0,0.7778,0.0,0.0,0.1944
1090,jubilant_industries_ltd_2023_2024,0.25,0.6667,0.1111,0.0,0.0,0.1903
1091,igarashi_motors_india_ltd_2023_2024,0.0128,0.0,0.4444,0.3,0.0,0.1893
1092,shaily_engineering_plastics_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.5,0.1889
1093,concord_biotech_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.5,0.1889
1094,gtl_infrastructure_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.5,0.1889
1095,welspun_specialty_solutions_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.5,0.1889
1096,signatureglobal_india_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.5,0.1889
1097,genesys_international_corporation_ltd_2023_2024,0.1285,0.6667,0.2222,0.0,0.0,0.1877
1098,fortis_healthcare_ltd_2023_2024,0.125,0.3333,0.2222,0.0,0.5,0.1868
1099,avantel_ltd_2023_2024,0.1202,0.6667,0.2222,0.0,0.0,0.1856
1100,sun_tv_network_ltd_2023_2024,0.0114,0.0,0.2222,0.3,0.5,0.1834
1101,iti_ltd_2022_2023,0.0,0.0,0.3333,0.0,1.0,0.1833
1102,dhunseri_ventures_ltd_2023_2024,0.0,0.0,0.3333,0.0,1.0,0.1833
1103,india_tourism_development_corporation_ltd_2023_2024,0.1043,0.6667,0.2222,0.0,0.0,0.1816
1104,rajesh_exports_ltd_2023_2024,0.1553,0.7667,0.1111,0.0,0.0,0.1816
1105,adani_total_gas_ltd_2023_2024,0.1043,0.6667,0.2222,0.0,0.0,0.1816
1106,persistent_systems_ltd_2023_2024,0.0975,0.6667,0.2222,0.0,0.0,0.1799
1107,pvr_ltd_2021_2022,0.0642,0.3333,0.4444,0.0,0.0,0.1772
1108,kiri_industries_ltd_2023_2024,0.0503,0.3333,0.4444,0.0,0.0,0.1737
1109,alok_industries_ltd_2023_2024,0.0698,0.3333,0.2222,0.0,0.5,0.173
1110,dodla_dairy_ltd_2023_2024,0.0698,0.0,0.1111,0.5,0.0,0.1702
1111,ambuja_cements_ltd_2023_2024,0.0,0.0,0.6667,0.0,0.0,0.1667
1112,zee_entertainment_enterprises_ltd_2022_2023,0.1553,0.6667,0.1111,0.0,0.0,0.1666
1113,kirloskar_ferrous_industries_ltd_2022_2023,0.125,0.3333,0.3333,0.0,0.0,0.1646
1114,kama_holdings_limited_2023_2024,0.1395,0.6667,0.1111,0.0,0.0,0.1627
1115,bharat_electronics_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1116,lloyds_metals_and_energy_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1117,centum_electronics_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1118,roto_pumps_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1119,paushak_ltd_2022_2023,0.0,0.0,0.4444,0.0,0.5,0.1611
1120,alembic_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1121,aavas_financiers_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1122,aptus_value_housing_finance_india_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1123,sree_rayalaseema_histrength_hypo_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1124,prince_pipes_and_fittings_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1125,fusion_micro_finance_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1126,t_d_power_systems_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.5,0.1611
1127,akzo_nobel_india_limited_2023_2024,0.0462,0.4333,0.3333,0.0,0.0,0.1599
1128,reliance_industrial_infrastructure_ltd_2023_2024,0.125,0.3333,0.1111,0.0,0.5,0.159
1129,honasa_consumer_ltd_2023_2024,0.125,0.3333,0.1111,0.0,0.5,0.159
1130,veranda_learning_solutions_ltd_2023_2024,0.014,0.0,0.1111,0.3,0.5,0.1563
1131,shree_digvijay_cement_coltd_2023_2024,0.1138,0.6667,0.1111,0.0,0.0,0.1562
1132,saintgobain_sekurit_india_ltd_2023_2024,0.0128,0.0,0.1111,0.3,0.5,0.156
1133,grindwell_norton_ltd_2023_2024,0.0128,0.0,0.1111,0.3,0.5,0.156
1134,gujarat_themis_biosyn_ltd_2023_2024,0.0,0.0,0.2222,0.0,1.0,0.1556
1135,poly_medicure_ltd_2023_2024,0.0,0.0,0.2222,0.0,1.0,0.1556
1136,quess_corp_ltd_2023_2024,0.0109,0.0,0.1111,0.3,0.5,0.1555
1137,gulshan_polyols_ltd_2023_2024,0.0642,0.3333,0.3333,0.0,0.0,0.1494
1138,sunflag_iron_steel_coltd_2023_2024,0.0777,0.3333,0.1111,0.0,0.5,0.1472
1139,arvind_ltd_2023_2024,0.0503,0.3333,0.3333,0.0,0.0,0.1459
1140,mangalore_chemicals_fertilizers_ltd_2023_2024,0.0698,0.3333,0.1111,0.0,0.5,0.1452
1141,the_ramco_cements_limited_2023_2024,0.0543,0.3333,0.1111,0.0,0.5,0.1413
1142,hercules_hoists_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1143,paisalo_digital_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1144,arvind_fashions_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1145,cyient_dlm_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1146,tv_today_network_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1147,hmt_ltd_2022_2023,0.0,0.0,0.5556,0.0,0.0,0.1389
1148,ttk_healthcare_ltd_2023_2024,0.0,0.0,0.5556,0.0,0.0,0.1389
1149,jain_irrigation_systems_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1150,sportking_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1151,harsha_engineers_international_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1152,stovec_industries_ltd_2022_2023,0.0,0.0,0.3333,0.0,0.5,0.1333
1153,shilpa_medicare_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1154,privi_speciality_chemicals_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1155,devyani_international_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1156,reliance_power_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1157,uniparts_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1158,eveready_industries_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1159,vadilal_industries_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1160,kalyani_steels_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1161,shakti_pumps_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1162,orient_green_power_company_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1163,authum_investment_infrastructure_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1164,hindustan_foods_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1165,manali_petrochemical_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1166,honeywell_automation_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1167,uniphos_enterprises_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1168,national_fertilizers_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1169,nureca_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.5,0.1333
1170,gokaldas_exports_ltd_2023_2024,0.0503,0.4333,0.2222,0.0,0.0,0.1331
1171,tv18_broadcast_ltd_2022_2023,0.0642,0.3333,0.2222,0.0,0.0,0.1216
1172,network18_media_investments_ltd_2022_2023,0.0642,0.3333,0.2222,0.0,0.0,0.1216
1173,vardhman_special_steels_ltd_2023_2024,0.0601,0.3333,0.2222,0.0,0.0,0.1206
1174,netweb_technologies_india_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1175,sanghvi_movers_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1176,chemcon_speciality_chemicals_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1177,agarwal_industrial_corporation_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1178,gujarat_industries_power_coltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1179,tcpl_packaging_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1180,magellanic_cloud_ltd_2023_2024,0.0,0.0,0.4444,0.0,0.0,0.1111
1181,quint_digital_media_ltd_2022_2023,0.0698,0.4333,0.1111,0.0,0.0,0.1102
1182,la_opala_rg_ltd_2023_2024,0.125,0.3333,0.1111,0.0,0.0,0.109
1183,sastasundar_ventures_ltd_2023_2024,0.125,0.3333,0.1111,0.0,0.0,0.109
1184,hariom_pipe_industries_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1185,varun_beverages_ltd_2022_2023,0.0,0.0,0.2222,0.0,0.5,0.1056
1186,rhetan_tmt_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1187,alicon_castalloy_limited_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1188,syncom_formulations_india_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1189,vishnu_chemicals_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1190,equinox_india_developments_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1191,hle_glascoat_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1192,bharat_heavy_electricals_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1193,pearl_global_industries_limited_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1194,disa_india_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1195,ikio_lighting_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1196,gem_enviro_management_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1197,sml_isuzu_limited_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1198,polo_queen_industrial_and_fintech_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1199,expleo_solutions_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1200,khaitan_chemicals_fertilizers_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1201,indian_hume_pipe_coltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1202,indo_rama_synthetics_india_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1203,godawari_power_ispat_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1204,triveni_turbine_ltd_2022_2023,0.0,0.0,0.2222,0.0,0.5,0.1056
1205,vrl_logistics_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1206,shipping_corporation_of_india_land_and_assets_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1207,graphite_india_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1208,infibeam_avenues_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1209,ugro_capital_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1210,cressanda_solutions_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.5,0.1056
1211,hawkins_cookers_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1212,intellect_design_arena_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1213,kansai_nerolac_paints_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1214,elgi_equipments_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1215,rites_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1216,ask_automotive_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1217,kajaria_ceramics_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1218,tata_consultancy_services_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1219,union_bank_of_india_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1220,d_b_corp_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1221,ion_exchange_india_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1222,vardhman_holdings_ltd_2023_2024,0.0,0.0,0.3333,0.0,0.0,0.0833
1223,johnson_controlshitachi_air_conditioning_india_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1224,rolex_rings_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1225,unitech_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1226,kingfa_science_technology_india_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1227,nandan_denim_limited_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1228,kcpltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1229,rbl_bank_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1230,skf_india_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1231,sagar_cements_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1232,axtel_industries_ltd_2023_2024,0.0,0.0,0.1111,0.0,0.5,0.0778
1233,atul_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.0,0.0556
1234,gfl_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.0,0.0556
1235,sonata_software_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.0,0.0556
1236,container_corporation_of_india_ltd_2023_2024,0.0,0.0,0.2222,0.0,0.0,0.0556
